Country,Code,Year,Female,Male,Total
Japan,JPN,2002,8.04,30.22,38.26
Jordan,JOR,2002,3.2,15.3,18.5
Kazakhstan,KAZ,1981,7.9,55.3,63.2
Kazakhstan,KAZ,1982,8.06,52.67,60.73
Kazakhstan,KAZ,1985,8.5,59.51,68.01
Kazakhstan,KAZ,1986,8.81,62.24,71.05
Kazakhstan,KAZ,1987,7.93,63.72,71.65
Kazakhstan,KAZ,1988,9.35,65.08,74.43
Kazakhstan,KAZ,1989,9.48,67.84,77.32
Kazakhstan,KAZ,1990,9.63,70.64,80.27
Kazakhstan,KAZ,1991,9.75,69.87,79.62
Kazakhstan,KAZ,1992,8.97,71.09,80.06
Kazakhstan,KAZ,1993,8.97,70.73,79.7
Kazakhstan,KAZ,1994,8.79,63.97,72.76
Kazakhstan,KAZ,1995,8.56,63.25,71.81
Kazakhstan,KAZ,1996,8.64,59.47,68.11
Kazakhstan,KAZ,1997,8.36,57.33,65.69
Kazakhstan,KAZ,1998,7.93,58.45,66.38
Kazakhstan,KAZ,1999,8.17,54.38,62.55
Kazakhstan,KAZ,2000,7.67,54.61,62.28
Kazakhstan,KAZ,2001,7.47,51.71,59.18
Kazakhstan,KAZ,2002,7.42,52.04,59.46
Kenya,KEN,2002,2.1,4.1,6.2
Kuwait,KWT,1972,3.79,15.06,18.85
Kuwait,KWT,1975,5.25,17.93,23.18
Kuwait,KWT,1976,3.16,16.83,19.99
Kuwait,KWT,1977,2.63,24.86,27.49
Kuwait,KWT,1978,3.21,20.65,23.86
Kuwait,KWT,1979,7.24,24.6,31.84
Kuwait,KWT,1980,9.11,25.59,34.7
Kuwait,KWT,1981,7.58,16.69,24.27
Kuwait,KWT,1982,8.85,30.2,39.05
Kuwait,KWT,1983,7,24.54,31.54
Kuwait,KWT,1984,10.02,26.8,36.82
Kuwait,KWT,1985,6.49,26.09,32.58
Kuwait,KWT,1986,7.14,20.44,27.58
Kuwait,KWT,1987,4.92,18.66,23.58
Kuwait,KWT,1993,8.01,11.87,19.88
Kuwait,KWT,1994,5.65,11.79,17.44
Kuwait,KWT,1995,5.91,20.32,26.23
Kuwait,KWT,1996,5.55,19.63,25.18
Kuwait,KWT,1997,9.61,19.29,28.9
Kuwait,KWT,1998,9.33,15.92,25.25
Kuwait,KWT,1999,2.79,11.48,14.27
Kuwait,KWT,2000,5.26,16.99,22.25
Kuwait,KWT,2001,4.74,9.58,14.32
Kuwait,KWT,2002,3.08,12.28,15.36
Kyrgyzstan,KGZ,1981,4.3,28.77,33.07
Kyrgyzstan,KGZ,1982,4.04,33.23,37.27
Kyrgyzstan,KGZ,1985,3.5,31.19,34.69
Kyrgyzstan,KGZ,1986,4.54,32.68,37.22
Kyrgyzstan,KGZ,1987,5.24,32.19,37.43
Kyrgyzstan,KGZ,1988,5.68,35.11,40.79
Kyrgyzstan,KGZ,1989,4.73,38.71,43.44
Kyrgyzstan,KGZ,1990,6.07,35.14,41.21
Kyrgyzstan,KGZ,1991,5.41,36.29,41.7
Kyrgyzstan,KGZ,1992,5.66,36.41,42.07
Kyrgyzstan,KGZ,1993,4.21,28.15,32.36
Kyrgyzstan,KGZ,1994,5.01,25.47,30.48
Kyrgyzstan,KGZ,1995,3.76,25.99,29.75
Kyrgyzstan,KGZ,1996,4.02,24.04,28.06
Kyrgyzstan,KGZ,1997,4.65,23.69,28.34
Kyrgyzstan,KGZ,1998,4.27,22.31,26.58
Kyrgyzstan,KGZ,1999,3.55,22.84,26.39
Kyrgyzstan,KGZ,2000,4.78,20.38,25.16
Kyrgyzstan,KGZ,2001,4.55,19.35,23.9
Kyrgyzstan,KGZ,2002,4.08,22.15,26.23
Laos,LAO,2002,6,16.9,22.9
Latvia,LVA,1980,5.63,51.86,57.49
Latvia,LVA,1981,5.66,51.09,56.75
Latvia,LVA,1982,6.01,57.91,63.92
Latvia,LVA,1983,5.97,57.73,63.7
Latvia,LVA,1984,6.28,56.64,62.92
Latvia,LVA,1985,6.55,58.81,65.36
Latvia,LVA,1986,7.47,62.83,70.3
Latvia,LVA,1987,7.15,64.85,72
Latvia,LVA,1988,6.41,66.08,72.49
Latvia,LVA,1989,7.46,65.43,72.89
Latvia,LVA,1990,6.84,63.94,70.78
Latvia,LVA,1991,6.77,70.83,77.6
Latvia,LVA,1992,6.34,68.1,74.44
Latvia,LVA,1993,6.64,63.61,70.25
Latvia,LVA,1994,5.73,67.22,72.95
Latvia,LVA,1995,6.24,60.97,67.21
Latvia,LVA,1996,6.42,62.33,68.75
Latvia,LVA,1997,6.11,57.23,63.34
Latvia,LVA,1998,6.23,57.97,64.2
Latvia,LVA,1999,6.11,61.82,67.93
Latvia,LVA,2000,5.78,55.5,61.28
Latvia,LVA,2001,6.2,60.26,66.46
Latvia,LVA,2002,6.04,56.63,62.67
Lebanon,LBN,2002,4.6,29.1,33.7
Lesotho,LSO,2002,1.6,11.3,12.9
Liberia,LBR,2002,0.6,1.6,2.2
Libya,LBY,2002,2.1,10.1,12.2
Lithuania,LTU,1981,4.97,52.29,57.26
Lithuania,LTU,1982,5.34,51.81,57.15
Lithuania,LTU,1985,5.88,54.2,60.08
Lithuania,LTU,1986,5.45,56.13,61.58
Lithuania,LTU,1987,5.12,57.88,63
Lithuania,LTU,1988,5.5,59.83,65.33
Lithuania,LTU,1989,5.75,59.51,65.26
Lithuania,LTU,1990,6.06,61.46,67.52
Lithuania,LTU,1991,6.1,65.03,71.13
Lithuania,LTU,1992,5.03,62.91,67.94
Lithuania,LTU,1993,6.26,62.96,69.22
Lithuania,LTU,1994,5.08,64.79,69.87
Lithuania,LTU,1995,5.71,63.4,69.11
Lithuania,LTU,1996,5.21,60.33,65.54
Lithuania,LTU,1997,5.46,57.9,63.36
Lithuania,LTU,1998,4.64,60.33,64.97
Lithuania,LTU,1999,5.84,58.69,64.53
Lithuania,LTU,2000,4.96,54.13,59.09
Lithuania,LTU,2001,5.66,55.58,61.24
Lithuania,LTU,2002,4.71,55.21,59.92
Luxembourg,LUX,1967,4.69,63.51,68.2
Luxembourg,LUX,1968,3.41,65.72,69.13
Luxembourg,LUX,1969,3.81,56.77,60.58
Luxembourg,LUX,1970,3.49,71.45,74.94
Luxembourg,LUX,1971,3.95,69.1,73.05
Luxembourg,LUX,1972,8.14,63.32,71.46
Luxembourg,LUX,1973,3.61,67.07,70.68
Luxembourg,LUX,1974,3.72,54.93,58.65
Luxembourg,LUX,1975,5.11,66.74,71.85
Luxembourg,LUX,1976,5.45,68.53,73.98
Luxembourg,LUX,1977,4.56,71.53,76.09
Luxembourg,LUX,1978,5.56,65.46,71.02
Luxembourg,LUX,1979,7.01,64.36,71.37
Luxembourg,LUX,1980,7.77,67.29,75.06
Luxembourg,LUX,1981,5,71.75,76.75
Luxembourg,LUX,1982,3.9,72.98,76.88
Luxembourg,LUX,1983,6.65,70.41,77.06
Luxembourg,LUX,1984,10.58,67.46,78.04
Luxembourg,LUX,1985,9.72,66.17,75.89
Luxembourg,LUX,1986,6.23,72.5,78.73
Luxembourg,LUX,1987,8.48,70.25,78.73
Luxembourg,LUX,1988,7.62,72.4,80.02
Luxembourg,LUX,1989,9.75,63.13,72.88
Luxembourg,LUX,1990,8.71,61.6,70.31
Luxembourg,LUX,1991,9.14,55.89,65.03
Luxembourg,LUX,1992,9.95,62.57,72.52
Luxembourg,LUX,1993,8.5,63.51,72.01
Luxembourg,LUX,1994,11.32,51.91,63.23
Luxembourg,LUX,1995,9.14,58.45,67.59
Luxembourg,LUX,1996,9.75,54.84,64.59
Luxembourg,LUX,1997,14.66,54.09,68.75
Luxembourg,LUX,1998,11.89,53.29,65.18
Luxembourg,LUX,1999,13.24,46.41,59.65
Luxembourg,LUX,2000,11.04,48.06,59.1
Luxembourg,LUX,2001,10.17,41.67,51.84
Luxembourg,LUX,2002,7.97,44,51.97
Madagascar,MDG,2002,2.1,3.5,5.6
Malawi,MWI,2002,0.4,2.4,2.8
Malaysia,MYS,2002,10.1,27.9,38
Mali,MLI,2002,0.1,2.8,2.9
Malta,MLT,1965,2.23,38.38,40.61
Malta,MLT,1967,2.71,30.7,33.41
Malta,MLT,1968,3.07,38.06,41.13
Malta,MLT,1969,4.92,40.92,45.84
Malta,MLT,1970,1.91,35.94,37.85
Malta,MLT,1971,3.34,44.2,47.54
Malta,MLT,1972,0.61,25.01,25.62
Malta,MLT,1973,1.1,29.24,30.34
Malta,MLT,1974,2.76,30.44,33.2
Malta,MLT,1975,1.24,47.36,48.6
Malta,MLT,1976,5.26,38.99,44.25
Malta,MLT,1977,3.63,31.18,34.81
Malta,MLT,1978,1.86,41.25,43.11
Malta,MLT,1979,3.16,40.01,43.17
Malta,MLT,1980,4.45,39.62,44.07
Malta,MLT,1981,5.35,41.53,46.88
Malta,MLT,1982,4.81,39.64,44.45
Malta,MLT,1983,6.85,40.18,47.03
Malta,MLT,1984,4.58,39.89,44.47
Malta,MLT,1985,2.45,47.48,49.93
Malta,MLT,1986,5.36,47.48,52.84
Malta,MLT,1987,2.22,47.77,49.99
Malta,MLT,1988,4.78,35.49,40.27
Malta,MLT,1989,4.28,45.36,49.64
Malta,MLT,1990,2.9,40.48,43.38
Malta,MLT,1991,2.48,44.11,46.59
Malta,MLT,1992,4.56,43.76,48.32
Malta,MLT,1993,5.12,42.54,47.66
Malta,MLT,1994,5.88,40.42,46.3
Malta,MLT,1995,2.32,43.33,45.65
Malta,MLT,1996,6.5,49.16,55.66
Malta,MLT,1997,4.21,38.57,42.78
Malta,MLT,1998,5.96,32.29,38.25
Malta,MLT,1999,4.8,38.19,42.99
Malta,MLT,2000,7.75,35.12,42.87
Malta,MLT,2001,5.9,40.76,46.66
Malta,MLT,2002,4.53,41.35,45.88
Mauritania,MRT,2002,0.6,2.4,3
Mauritius,MUS,1961,1.73,12.15,13.88
Mauritius,MUS,1962,1.24,9.55,10.79
Mauritius,MUS,1963,1.68,8.57,10.25
Mauritius,MUS,1964,2.01,11.82,13.83
Mauritius,MUS,1965,0.62,4.35,4.97
Mauritius,MUS,1966,3.26,11.11,14.37
Mauritius,MUS,1967,2.4,9.39,11.79
Mauritius,MUS,1968,2.43,16.95,19.38
Mauritius,MUS,1969,1.01,16.24,17.25
Mauritius,MUS,1970,4.67,15.71,20.38
Mauritius,MUS,1971,3.7,11.47,15.17
Mauritius,MUS,1972,2.63,20.94,23.57
Mauritius,MUS,1973,3.45,27.53,30.98
Mauritius,MUS,1974,4.33,10.94,15.27
Mauritius,MUS,1975,3.36,18.63,21.99
Mauritius,MUS,1976,2.47,19.57,22.04
Mauritius,MUS,1977,4.77,11.83,16.6
Mauritius,MUS,1978,3.38,16.91,20.29
Mauritius,MUS,1979,5.76,21.52,27.28
Mauritius,MUS,1980,2.22,22.18,24.4
Mauritius,MUS,1981,4.7,30.83,35.53
Mauritius,MUS,1982,3.89,19.84,23.73
Mauritius,MUS,1983,3.18,15.35,18.53
Mauritius,MUS,1984,4.39,19.29,23.68
Mauritius,MUS,1985,4.14,19.94,24.08
Mauritius,MUS,1986,3.78,17.1,20.88
Mauritius,MUS,1987,4.08,14.3,18.38
Mauritius,MUS,1988,6.18,20.29,26.47
Mauritius,MUS,1989,4.65,18.71,23.36
Mauritius,MUS,1990,4.21,15.59,19.8
Mauritius,MUS,1991,4.85,18.74,23.59
Mauritius,MUS,1992,3.25,17.62,20.87
Mauritius,MUS,1993,3.42,14.93,18.35
Mauritius,MUS,1994,4.38,14.8,19.18
Mauritius,MUS,1995,4.13,17.49,21.62
Mauritius,MUS,1996,3.48,16.45,19.93
Mauritius,MUS,1997,3.22,12.7,15.92
Mauritius,MUS,1998,5.01,16.7,21.71
Mauritius,MUS,1999,4.34,14.02,18.36
Mauritius,MUS,2000,4.04,12.86,16.9
Mauritius,MUS,2001,4.21,19.88,24.09
Mauritius,MUS,2002,4.95,15.87,20.82
Mexico,MEX,1955,2.39,3.66,6.05
Mexico,MEX,1956,2.59,4.28,6.87
Mexico,MEX,1957,2.88,4.41,7.29
Mexico,MEX,1958,2.83,5.58,8.41
Mexico,MEX,1959,3.3,5.54,8.84
Mexico,MEX,1960,3.21,5.84,9.05
Mexico,MEX,1961,3.32,5.71,9.03
Mexico,MEX,1962,3,5.47,8.47
Mexico,MEX,1963,3.26,5.69,8.95
Mexico,MEX,1964,3.19,5.98,9.17
Mexico,MEX,1965,3.35,6.64,9.99
Mexico,MEX,1966,3.72,6.56,10.28
Mexico,MEX,1967,3.72,7.55,11.27
Mexico,MEX,1968,3.58,7.12,10.7
Mexico,MEX,1969,3.35,6.87,10.22
Mexico,MEX,1970,3.65,7.45,11.1
Mexico,MEX,1971,3.81,7.79,11.6
Mexico,MEX,1972,3.86,7.98,11.84
Mexico,MEX,1973,3.98,8.29,12.27
Mexico,MEX,1974,3.6,8.62,12.22
Mexico,MEX,1975,3.73,9.31,13.04
Mexico,MEX,1976,4.03,9.65,13.68
Mexico,MEX,1977,4.22,9.79,14.01
Mexico,MEX,1978,4.05,10.86,14.91
Mexico,MEX,1979,4.53,11.81,16.34
Mexico,MEX,1980,4.49,11.06,15.55
Mexico,MEX,1981,4.66,12.05,16.71
Mexico,MEX,1982,4.39,12.41,16.8
Mexico,MEX,1983,5,12.97,17.97
Mexico,MEX,1984,5.13,13.34,18.47
Mexico,MEX,1985,5.35,14.25,19.6
Mexico,MEX,1986,5.52,14.47,19.99
Mexico,MEX,1987,5.41,15.03,20.44
Mexico,MEX,1988,5.43,15.18,20.61
Mexico,MEX,1989,5.33,15.83,21.16
Mexico,MEX,1990,5.41,14.77,20.18
Mexico,MEX,1991,5.4,14.81,20.21
Mexico,MEX,1992,5.61,15.28,20.89
Mexico,MEX,1993,5.44,16.02,21.46
Mexico,MEX,1994,5.71,15.36,21.07
Mexico,MEX,1995,5.34,14.91,20.25
Mexico,MEX,1996,5.4,14.22,19.62
Mexico,MEX,1997,5.67,14.49,20.16
Mexico,MEX,1998,5.25,13.7,18.95
Mexico,MEX,1999,5.19,13.62,18.81
Mexico,MEX,2000,4.97,12.66,17.63
Mexico,MEX,2001,4.76,12.65,17.41
Mexico,MEX,2002,4.96,12.5,17.46
Moldova,MDA,1981,6.02,31.5,37.52
Moldova,MDA,1982,4.95,33.52,38.47
Moldova,MDA,1985,6.12,39.7,45.82
Moldova,MDA,1986,5.89,41.09,46.98
Moldova,MDA,1987,7.73,42.18,49.91
Moldova,MDA,1988,6.9,45.36,52.26
Moldova,MDA,1989,8.19,47.7,55.89
Moldova,MDA,1990,6.19,45.88,52.07
Moldova,MDA,1991,6.99,42.57,49.56
Moldova,MDA,1992,5.07,42.12,47.19
Moldova,MDA,1993,6.63,41.42,48.05
Moldova,MDA,1994,6.19,44.01,50.2
Moldova,MDA,1995,5.59,40.75,46.34
Moldova,MDA,1996,5.77,41.29,47.06
Moldova,MDA,1997,6.06,35.03,41.09
Moldova,MDA,1998,5.25,31.37,36.62
Moldova,MDA,1999,5.24,28.11,33.35
Moldova,MDA,2000,4.65,28.11,32.76
Moldova,MDA,2001,5.4,30.59,35.99
Moldova,MDA,2002,5.05,28.48,33.53
Mongolia,MNG,2002,13,27.6,40.6
Morocco,MAR,2002,1.9,19.6,21.5
Mozambique,MOZ,2002,1.2,1.7,2.9
Myanmar,MMR,2002,11.8,25.5,37.3
Namibia,NAM,2002,2.2,5.9,8.1
Nepal,NPL,2002,2.2,11,13.2
Netherlands,NLD,1950,3.05,22.92,25.97
Netherlands,NLD,1951,3.69,25.86,29.55
Netherlands,NLD,1952,2.8,26.45,29.25
Netherlands,NLD,1953,3.09,27.61,30.7
Netherlands,NLD,1954,3.23,30.74,33.97
Netherlands,NLD,1955,2.79,30.83,33.62
Netherlands,NLD,1956,3.29,34.27,37.56
Netherlands,NLD,1957,3.14,35.31,38.45
Netherlands,NLD,1958,2.96,36.52,39.48
Netherlands,NLD,1959,3.14,40.22,43.36
Netherlands,NLD,1960,3.24,41.81,45.05
Netherlands,NLD,1961,3.66,45.47,49.13
Netherlands,NLD,1962,3.24,47.6,50.84
Netherlands,NLD,1963,3.45,50.47,53.92
Netherlands,NLD,1964,3.46,52.54,56
Netherlands,NLD,1965,3.43,52.85,56.28
Netherlands,NLD,1966,3.3,56.33,59.63
Netherlands,NLD,1967,3.67,59.82,63.49
Netherlands,NLD,1968,3.97,62.09,66.06
Netherlands,NLD,1969,3.3,62.83,66.13
Netherlands,NLD,1970,3.69,64.88,68.57
Netherlands,NLD,1971,3.86,68.02,71.88
Netherlands,NLD,1972,4.15,67.5,71.65
Netherlands,NLD,1973,3.81,70.15,73.96
Netherlands,NLD,1974,4.43,70.4,74.83
Netherlands,NLD,1975,4.3,72.97,77.27
Netherlands,NLD,1976,4.6,75.34,79.94
Netherlands,NLD,1977,5.06,74.28,79.34
Netherlands,NLD,1978,5.39,77.89,83.28
Netherlands,NLD,1979,5.41,76,81.41
Netherlands,NLD,1980,6.13,77.9,84.03
Netherlands,NLD,1981,6.45,77.85,84.3
Netherlands,NLD,1982,6.97,78.2,85.17
Netherlands,NLD,1983,7.14,75.91,83.05
Netherlands,NLD,1984,8.1,77.18,85.28
Netherlands,NLD,1985,8.22,76.75,84.97
Netherlands,NLD,1986,8.78,76.96,85.74
Netherlands,NLD,1987,8.79,74.82,83.61
Netherlands,NLD,1988,9.87,74.94,84.81
Netherlands,NLD,1989,10.46,71.72,82.18
Netherlands,NLD,1990,10.31,67.3,77.61
Netherlands,NLD,1991,10.75,67.53,78.28
Netherlands,NLD,1992,11.73,66.23,77.96
Netherlands,NLD,1993,12.61,65.15,77.76
Netherlands,NLD,1994,13.36,62.74,76.1
Netherlands,NLD,1995,13.82,61.25,75.07
Netherlands,NLD,1996,13.86,58.83,72.69
Netherlands,NLD,1997,14.75,57.72,72.47
Netherlands,NLD,1998,14.95,56.19,71.14
Netherlands,NLD,1999,15.99,54.37,70.36
Netherlands,NLD,2000,16.85,50.45,67.3
Netherlands,NLD,2001,17.04,50.42,67.46
Netherlands,NLD,2002,18.1,49.33,67.43
New Zealand,NZL,1950,2.55,16.86,19.41
New Zealand,NZL,1951,3.22,19.48,22.7
New Zealand,NZL,1952,3.56,21.99,25.55
New Zealand,NZL,1953,2.99,21.84,24.83
New Zealand,NZL,1954,2.56,23.68,26.24
New Zealand,NZL,1955,3.04,26.49,29.53
New Zealand,NZL,1956,4.46,26.78,31.24
New Zealand,NZL,1957,3.39,30.16,33.55
New Zealand,NZL,1958,4.1,28.74,32.84
New Zealand,NZL,1959,3.89,29.93,33.82
New Zealand,NZL,1960,4.63,27.96,32.59
New Zealand,NZL,1961,5.32,32.24,37.56
New Zealand,NZL,1962,4.39,34.7,39.09
New Zealand,NZL,1963,5.59,36.6,42.19
New Zealand,NZL,1964,5.58,37.55,43.13
New Zealand,NZL,1965,4.78,37.78,42.56
New Zealand,NZL,1966,5,41.04,46.04
New Zealand,NZL,1967,5.91,37.39,43.3
New Zealand,NZL,1968,6.11,45.11,51.22
New Zealand,NZL,1969,7.31,46.05,53.36
New Zealand,NZL,1970,8.99,47,55.99
New Zealand,NZL,1971,8.06,45.99,54.05
New Zealand,NZL,1972,9.91,42.33,52.24
New Zealand,NZL,1973,10.85,45.44,56.29
New Zealand,NZL,1974,11.21,48.88,60.09
New Zealand,NZL,1975,10.96,49.66,60.62
New Zealand,NZL,1976,10.58,51.74,62.32
New Zealand,NZL,1977,11.81,50.33,62.14
New Zealand,NZL,1978,12.4,48.49,60.89
New Zealand,NZL,1979,12.66,49.49,62.15
New Zealand,NZL,1980,12.74,48.64,61.38
New Zealand,NZL,1981,14.03,49.44,63.47
New Zealand,NZL,1982,13.88,46.14,60.02
New Zealand,NZL,1983,13.54,50.98,64.52
New Zealand,NZL,1984,13.68,51.01,64.69
New Zealand,NZL,1985,15.16,45.16,60.32
New Zealand,NZL,1986,14.17,47.92,62.09
New Zealand,NZL,1987,17.11,47.38,64.49
New Zealand,NZL,1988,16.46,44.14,60.6
New Zealand,NZL,1989,17.61,42.92,60.53
New Zealand,NZL,1990,17.96,42.19,60.15
New Zealand,NZL,1991,17.56,40.21,57.77
New Zealand,NZL,1992,17.13,42.35,59.48
New Zealand,NZL,1993,17.17,38.93,56.1
New Zealand,NZL,1994,18.23,38.42,56.65
New Zealand,NZL,1995,18.6,37.47,56.07
New Zealand,NZL,1996,17.7,36.93,54.63
New Zealand,NZL,1997,18.96,35.27,54.23
New Zealand,NZL,1998,17.94,33.42,51.36
New Zealand,NZL,1999,19.1,32.8,51.9
New Zealand,NZL,2000,17.2,31.58,48.78
New Zealand,NZL,2001,19.16,30.17,49.33
New Zealand,NZL,2002,18.06,29.74,47.8
Nicaragua,NIC,1961,0.12,0.49,0.61
Nicaragua,NIC,1962,0.29,0.51,0.8
Nicaragua,NIC,1963,0.61,1.41,2.02
Nicaragua,NIC,1964,0.61,0.9,1.51
Nicaragua,NIC,1965,0.26,,0.26
Nicaragua,NIC,1968,0.64,0.26,0.9
Nicaragua,NIC,1969,2.17,1.37,3.54
Nicaragua,NIC,1973,0.65,0.5,1.15
Nicaragua,NIC,1974,0.43,0.52,0.95
Nicaragua,NIC,1975,1.22,2.12,3.34
Nicaragua,NIC,1976,0.29,0.28,0.57
Nicaragua,NIC,1977,0.62,1.36,1.98
Nicaragua,NIC,1988,1.68,3.62,5.3
Nicaragua,NIC,1989,1.98,3.5,5.48
Nicaragua,NIC,1990,1.92,5.47,7.39
Nicaragua,NIC,1991,2.3,3.43,5.73
Nicaragua,NIC,1992,1.41,3.42,4.83
Nicaragua,NIC,1993,1.54,3.83,5.37
Nicaragua,NIC,1994,1.93,5.09,7.02
Nicaragua,NIC,1996,3.3,5.1,8.4
Nicaragua,NIC,1997,2.74,5.55,8.29
Nicaragua,NIC,1998,1.5,5.41,6.91
Nicaragua,NIC,1999,2.08,6.1,8.18
Nicaragua,NIC,2000,3.24,6.33,9.57
Nicaragua,NIC,2001,2.32,4.6,6.92
Nicaragua,NIC,2002,2.32,5.52,7.84
Nicaragua,NIC,1978,,1.2,1.2
Niger,NER,2002,0.4,4.6,5
Nigeria,NGA,2002,0.4,1.1,1.5
North Korea,PRK,2002,10.3,43,53.3
North Macedonia,MKD,1991,5.13,31.65,36.78
North Macedonia,MKD,1992,4.72,34.93,39.65
North Macedonia,MKD,1993,5.21,38.04,43.25
North Macedonia,MKD,1994,7.16,41.29,48.45
North Macedonia,MKD,1995,6.01,36.43,42.44
North Macedonia,MKD,1996,7.04,41.33,48.37
North Macedonia,MKD,1997,6.6,41.49,48.09
North Macedonia,MKD,1998,7.01,43.11,50.12
North Macedonia,MKD,1999,7.38,39.91,47.29
North Macedonia,MKD,2000,7.64,41.45,49.09
North Macedonia,MKD,2001,6.94,41.64,48.58
North Macedonia,MKD,2002,5.48,42.24,47.72
Norway,NOR,1951,2.55,7.08,9.63
Norway,NOR,1952,3.1,7.72,10.82
Norway,NOR,1953,2.32,7.21,9.53
Norway,NOR,1954,2.22,8.92,11.14
Norway,NOR,1955,2.78,7.95,10.73
