Country,Code,Year,Female,Male,Total
Norway,NOR,1956,2.3,9.15,11.45
Norway,NOR,1957,2.55,9.01,11.56
Norway,NOR,1958,2.21,10.39,12.6
Norway,NOR,1959,2.86,11.53,14.39
Norway,NOR,1960,2.58,12.7,15.28
Norway,NOR,1961,2.5,12.57,15.07
Norway,NOR,1962,2.61,12.28,14.89
Norway,NOR,1963,2.56,13.67,16.23
Norway,NOR,1964,3.05,14.24,17.29
Norway,NOR,1965,2.19,14.56,16.75
Norway,NOR,1966,2.63,14.44,17.07
Norway,NOR,1967,3.33,16.45,19.78
Norway,NOR,1968,3.45,18.27,21.72
Norway,NOR,1969,3.87,18.55,22.42
Norway,NOR,1970,3.5,19.39,22.89
Norway,NOR,1971,3.86,19.52,23.38
Norway,NOR,1972,3.79,19.42,23.21
Norway,NOR,1973,4.33,20.24,24.57
Norway,NOR,1974,4.04,19.83,23.87
Norway,NOR,1975,4.56,22.8,27.36
Norway,NOR,1976,4.56,23.26,27.82
Norway,NOR,1977,4.89,24.09,28.98
Norway,NOR,1978,4.8,24.85,29.65
Norway,NOR,1979,5.33,24.66,29.99
Norway,NOR,1980,5.84,24.24,30.08
Norway,NOR,1981,5.76,29.57,35.33
Norway,NOR,1982,6.97,28.92,35.89
Norway,NOR,1983,6.67,27.53,34.2
Norway,NOR,1984,7.81,28.95,36.76
Norway,NOR,1985,8.5,29.54,38.04
Norway,NOR,1986,8.83,30.97,39.8
Norway,NOR,1987,8.63,30.7,39.33
Norway,NOR,1988,10.29,31.23,41.52
Norway,NOR,1989,9.99,29.66,39.65
Norway,NOR,1990,10.58,30.06,40.64
Norway,NOR,1991,10.98,31.6,42.58
Norway,NOR,1992,10.71,31.14,41.85
Norway,NOR,1993,11.07,32.1,43.17
Norway,NOR,1994,13.52,32.02,45.54
Norway,NOR,1995,13.05,31.45,44.5
Norway,NOR,1996,14.46,31.06,45.52
Norway,NOR,1997,16.39,31.37,47.76
Norway,NOR,1998,14.21,30.56,44.77
Norway,NOR,1999,14.06,32.04,46.1
Norway,NOR,2000,15.88,30.03,45.91
Norway,NOR,2001,16.62,30.01,46.63
Norway,NOR,2002,15.8,31.95,47.75
Oman,OMN,2002,2.2,8.8,11
Pakistan,PAK,2002,2.6,18.6,21.2
Panama,PAN,1955,0.96,5.55,6.51
Panama,PAN,1956,1.09,6.04,7.13
Panama,PAN,1957,1.64,9.06,10.7
Panama,PAN,1958,1.68,7.05,8.73
Panama,PAN,1959,2.35,5.27,7.62
Panama,PAN,1960,2.21,5.82,8.03
Panama,PAN,1961,2.46,8.81,11.27
Panama,PAN,1962,2.91,6.65,9.56
Panama,PAN,1963,1.96,6.91,8.87
Panama,PAN,1964,0.64,6.43,7.07
Panama,PAN,1965,2.46,9.61,12.07
Panama,PAN,1966,1.16,7.92,9.08
Panama,PAN,1967,1.76,6.91,8.67
Panama,PAN,1968,0.7,7.12,7.82
Panama,PAN,1969,1.93,7.02,8.95
Panama,PAN,1970,1.86,8.85,10.71
Panama,PAN,1971,2.04,8.42,10.46
Panama,PAN,1972,1.75,10.82,12.57
Panama,PAN,1973,3.85,9.6,13.45
Panama,PAN,1974,2.92,10.65,13.57
Panama,PAN,1975,3.19,11.24,14.43
Panama,PAN,1976,2.22,10.54,12.76
Panama,PAN,1977,3.17,12.24,15.41
Panama,PAN,1978,2.45,11.43,13.88
Panama,PAN,1979,3.37,13.92,17.29
Panama,PAN,1980,4.03,16.07,20.1
Panama,PAN,1981,2.82,12.38,15.2
Panama,PAN,1982,4.27,13.87,18.14
Panama,PAN,1983,3.74,14.22,17.96
Panama,PAN,1984,4,13.9,17.9
Panama,PAN,1985,3.72,12.69,16.41
Panama,PAN,1986,4.24,16.49,20.73
Panama,PAN,1987,5.29,13.53,18.82
Panama,PAN,1988,3.2,14.39,17.59
Panama,PAN,1989,4.33,15.17,19.5
Panama,PAN,1996,4.45,12.84,17.29
Panama,PAN,1997,4.16,11.35,15.51
Panama,PAN,1998,3.86,12.45,16.31
Panama,PAN,1999,3.47,12.34,15.81
Panama,PAN,2000,5.01,10.88,15.89
Panama,PAN,2001,3.69,11.56,15.25
Panama,PAN,2002,5.13,12.62,17.75
Papua New Guinea,PNG,2002,1.3,2.1,3.4
Paraguay,PRY,2002,4.8,19.7,24.5
Peru,PER,2002,7.1,11.6,18.7
Philippines,PHL,2002,12.6,46.6,59.2
Poland,POL,1959,3.12,14.61,17.73
Poland,POL,1960,3.28,17.49,20.77
Poland,POL,1961,3.85,18.87,22.72
Poland,POL,1962,3.96,20.81,24.77
Poland,POL,1963,3.94,23.52,27.46
Poland,POL,1964,4.14,26.36,30.5
Poland,POL,1965,4.44,27.8,32.24
Poland,POL,1966,4.5,30.08,34.58
Poland,POL,1967,4.59,31.85,36.44
Poland,POL,1968,5.06,34.15,39.21
Poland,POL,1969,5.09,34.14,39.23
Poland,POL,1970,4.77,35.96,40.73
Poland,POL,1971,5.21,39.2,44.41
Poland,POL,1972,5.1,39.57,44.67
Poland,POL,1973,5.04,42.75,47.79
Poland,POL,1974,5.41,43.89,49.3
Poland,POL,1975,5.81,45.43,51.24
Poland,POL,1976,5.67,48.18,53.85
Poland,POL,1977,6.22,48.13,54.35
Poland,POL,1978,6.29,50.81,57.1
Poland,POL,1979,6.3,52.44,58.74
Poland,POL,1980,7.17,55.26,62.43
Poland,POL,1981,6.97,57.12,64.09
Poland,POL,1982,7.27,57.58,64.85
Poland,POL,1983,7.59,61.71,69.3
Poland,POL,1984,8.07,63.56,71.63
Poland,POL,1985,8.18,65.15,73.33
Poland,POL,1986,8.43,66.27,74.7
Poland,POL,1987,8.63,66.75,75.38
Poland,POL,1988,9.29,68.99,78.28
Poland,POL,1989,9.34,69.38,78.72
Poland,POL,1990,9.93,71.08,81.01
Poland,POL,1991,10.18,72,82.18
Poland,POL,1992,9.97,70.32,80.29
Poland,POL,1993,10.65,71.98,82.63
Poland,POL,1994,10.7,71.3,82
Poland,POL,1995,11.27,72.2,83.47
Poland,POL,1996,11.27,70.35,81.62
Poland,POL,1999,11.57,67.69,79.26
Poland,POL,2000,12.5,68.06,80.56
Poland,POL,2001,12.76,68.63,81.39
Poland,POL,2002,13.59,68.73,82.32
Portugal,PRT,1955,2.15,7.8,9.95
Portugal,PRT,1956,2.78,6.78,9.56
Portugal,PRT,1957,2.35,8.14,10.49
Portugal,PRT,1958,2,7.58,9.58
Portugal,PRT,1959,2.21,8.37,10.58
Portugal,PRT,1960,2.18,8.82,11
Portugal,PRT,1961,2.69,9.04,11.73
Portugal,PRT,1962,2.51,9.71,12.22
Portugal,PRT,1963,2.49,10.3,12.79
Portugal,PRT,1964,2.47,10.29,12.76
Portugal,PRT,1965,2.07,10.93,13
Portugal,PRT,1966,3.11,12.63,15.74
Portugal,PRT,1967,2.72,11.16,13.88
Portugal,PRT,1968,2.41,13,15.41
Portugal,PRT,1969,3.05,13.22,16.27
Portugal,PRT,1970,2.95,14.06,17.01
Portugal,PRT,1971,3.3,15.1,18.4
Portugal,PRT,1972,3.07,14.49,17.56
Portugal,PRT,1973,3.12,15.21,18.33
Portugal,PRT,1974,3.5,14.73,18.23
Portugal,PRT,1975,3.59,16.67,20.26
Portugal,PRT,1976,3.43,16.99,20.42
Portugal,PRT,1977,3.45,17.06,20.51
Portugal,PRT,1978,3.22,19.31,22.53
Portugal,PRT,1979,3.54,20.11,23.65
Portugal,PRT,1980,3.76,21.2,24.96
Portugal,PRT,1981,4.03,20.28,24.31
Portugal,PRT,1982,4.3,21.25,25.55
Portugal,PRT,1983,3.79,21.76,25.55
Portugal,PRT,1984,3.61,22.47,26.08
Portugal,PRT,1985,3.91,24.46,28.37
Portugal,PRT,1986,4.15,24.56,28.71
Portugal,PRT,1987,3.94,25.99,29.93
Portugal,PRT,1988,4.09,24.68,28.77
Portugal,PRT,1989,4.23,24.17,28.4
Portugal,PRT,1990,4.32,26.25,30.57
Portugal,PRT,1991,4.64,25.8,30.44
Portugal,PRT,1992,4.28,25.78,30.06
Portugal,PRT,1993,4.66,29.09,33.75
Portugal,PRT,1994,4.52,27.83,32.35
Portugal,PRT,1995,4.69,27.8,32.49
Portugal,PRT,1996,4.12,29,33.12
Portugal,PRT,1997,4.45,28.31,32.76
Portugal,PRT,1998,4.64,29.64,34.28
Portugal,PRT,1999,4.7,27.54,32.24
Portugal,PRT,2000,5.08,28.43,33.51
Portugal,PRT,2001,4.42,28.36,32.78
Portugal,PRT,2002,5.35,28.87,34.22
Puerto Rico,PRI,2002,7.1,19.1,26.2
Qatar,QAT,2002,4.2,18.5,22.7
Romania,ROU,1959,4.5,18.21,22.71
Romania,ROU,1960,4.73,19.19,23.92
Romania,ROU,1961,5.7,23.51,29.21
Romania,ROU,1962,5.43,24.56,29.99
Romania,ROU,1963,5.62,25.47,31.09
Romania,ROU,1964,5.67,26.21,31.88
Romania,ROU,1965,5.2,27.34,32.54
Romania,ROU,1966,5.17,26.72,31.89
Romania,ROU,1967,5.24,24.93,30.17
Romania,ROU,1968,5.1,25.43,30.53
Romania,ROU,1969,5.52,27.46,32.98
Romania,ROU,1970,5.54,27.3,32.84
Romania,ROU,1971,5.31,28.37,33.68
Romania,ROU,1972,5.46,28.38,33.84
Romania,ROU,1973,5.43,28.56,33.99
Romania,ROU,1974,5.43,29.13,34.56
Romania,ROU,1975,5.5,29.72,35.22
Romania,ROU,1976,5.81,30.97,36.78
Romania,ROU,1977,5.77,30.98,36.75
Romania,ROU,1978,5.85,32.08,37.93
Romania,ROU,1980,6.56,33.15,39.71
Romania,ROU,1981,5.92,32.51,38.43
Romania,ROU,1982,5.77,32.95,38.72
Romania,ROU,1983,5.89,33.28,39.17
Romania,ROU,1984,5.79,34.13,39.92
Romania,ROU,1985,5.92,35.72,41.64
Romania,ROU,1986,6.09,37.79,43.88
Romania,ROU,1987,6.14,37.78,43.92
Romania,ROU,1988,6.13,39.62,45.75
Romania,ROU,1989,6.35,38.8,45.15
Romania,ROU,1990,6.59,38.27,44.86
Romania,ROU,1991,6.38,39.72,46.1
Romania,ROU,1992,6.25,42.28,48.53
Romania,ROU,1993,7.3,43.02,50.32
Romania,ROU,1994,7.08,44.6,51.68
Romania,ROU,1995,7.25,45.17,52.42
Romania,ROU,1996,7.21,44.39,51.6
Romania,ROU,1997,7.48,45.05,52.53
Romania,ROU,1998,7.56,45.59,53.15
Romania,ROU,1999,7.48,44.13,51.61
Romania,ROU,2000,7.92,46.87,54.79
Romania,ROU,2001,7.93,47.26,55.19
Romania,ROU,2002,7.81,47.02,54.83
Russia,RUS,1980,6.53,59.61,66.14
Russia,RUS,1981,6.48,60.52,67
Russia,RUS,1982,6.55,62.24,68.79
Russia,RUS,1983,6.87,64.17,71.04
Russia,RUS,1984,6.79,64.85,71.64
Russia,RUS,1985,6.89,66.26,73.15
Russia,RUS,1986,7.09,68.48,75.57
Russia,RUS,1987,7.2,69.37,76.57
Russia,RUS,1988,7.34,71.39,78.73
Russia,RUS,1989,7.35,72.31,79.66
Russia,RUS,1990,7.37,72.73,80.1
Russia,RUS,1991,7.2,73.02,80.22
Russia,RUS,1992,7.31,73.21,80.52
Russia,RUS,1993,7.32,73.88,81.2
Russia,RUS,1994,7.21,72.27,79.48
Russia,RUS,1995,6.75,68.58,75.33
Russia,RUS,1996,6.41,64.72,71.13
Russia,RUS,1997,6.46,63.97,70.43
Russia,RUS,1998,6.23,62.79,69.02
Russia,RUS,1999,5.98,61.75,67.73
Russia,RUS,2000,5.91,60.44,66.35
Russia,RUS,2001,5.91,57.57,63.48
Russia,RUS,2002,5.77,56.75,62.52
Rwanda,RWA,2002,0.9,1.7,2.6
Samoa,WSM,2002,0.9,16,16.9
Saudi Arabia,SAU,2002,2.6,9.6,12.2
Senegal,SEN,2002,0.1,1.4,1.5
Serbia and Montenegro,OWID_SRM,2002,11,47.9,58.9
Sierra Leone,SLE,2002,0.6,2.4,3
Singapore,SGP,1963,11.25,32.4,43.65
Singapore,SGP,1964,9.21,29.76,38.97
Singapore,SGP,1965,10.69,30.84,41.53
Singapore,SGP,1966,12.83,29.98,42.81
Singapore,SGP,1967,11.91,31.4,43.31
Singapore,SGP,1968,12.77,31.88,44.65
Singapore,SGP,1969,10.16,30.45,40.61
Singapore,SGP,1970,10.97,36.45,47.42
Singapore,SGP,1971,13.39,39.2,52.59
Singapore,SGP,1972,12.16,42.78,54.94
Singapore,SGP,1973,12.88,37.62,50.5
Singapore,SGP,1974,16.2,43.76,59.96
Singapore,SGP,1975,12.8,44.32,57.12
Singapore,SGP,1976,14.98,49.2,64.18
Singapore,SGP,1977,16.76,50.87,67.63
Singapore,SGP,1978,17.96,49.61,67.57
Singapore,SGP,1979,15.47,60.07,75.54
Singapore,SGP,1980,17.37,55.16,72.53
Singapore,SGP,1981,18.15,55.89,74.04
Singapore,SGP,1982,17.29,51.17,68.46
Singapore,SGP,1983,17.63,55.28,72.91
Singapore,SGP,1984,17.54,51.12,68.66
Singapore,SGP,1985,18.09,50.42,68.51
Singapore,SGP,1986,18.5,46.22,64.72
Singapore,SGP,1987,17.78,54.99,72.77
Singapore,SGP,1988,16.57,43.41,59.98
Singapore,SGP,1989,18.51,53.68,72.19
Singapore,SGP,1990,15.22,46.73,61.95
Singapore,SGP,1991,14.53,48.11,62.64
Singapore,SGP,1992,14.52,45.74,60.26
Singapore,SGP,1993,16.49,40,56.49
Singapore,SGP,1994,14.69,40.46,55.15
Singapore,SGP,1995,14.23,40.14,54.37
Singapore,SGP,1996,13.68,39.06,52.74
Singapore,SGP,1997,14.3,37,51.3
Singapore,SGP,1998,14.72,37.83,52.55
Singapore,SGP,1999,11.51,37.45,48.96
Singapore,SGP,2000,10.63,33.04,43.67
Singapore,SGP,2001,12.78,30.77,43.55
Singapore,SGP,2002,11.5,30.49,41.99
Slovakia,SVK,1992,7.73,65.78,73.51
Slovakia,SVK,1993,7.43,65.89,73.32
Slovakia,SVK,1994,7.32,62.24,69.56
Slovakia,SVK,1995,6.76,66.18,72.94
Slovakia,SVK,1996,6.59,62.02,68.61
Slovakia,SVK,1997,7.46,61.21,68.67
Slovakia,SVK,1998,7.32,62.82,70.14
Slovakia,SVK,1999,7.88,59.62,67.5
Slovakia,SVK,2000,8.07,61.17,69.24
Slovakia,SVK,2001,7.26,56.42,63.68
Slovakia,SVK,2002,7.34,52.55,59.89
Slovenia,SVN,1985,7.25,58.38,65.63
Slovenia,SVN,1986,8.27,57.37,65.64
Slovenia,SVN,1987,6.64,56.87,63.51
Slovenia,SVN,1988,7.57,60.47,68.04
Slovenia,SVN,1989,8.7,57.56,66.26
Slovenia,SVN,1990,8.63,63.79,72.42
Slovenia,SVN,1991,8.32,58.48,66.8
Slovenia,SVN,1992,8.63,60.82,69.45
Slovenia,SVN,1993,9.61,63.3,72.91
Slovenia,SVN,1994,8.61,61.21,69.82
Slovenia,SVN,1995,9.93,62.91,72.84
Slovenia,SVN,1996,9.11,58.8,67.91
Slovenia,SVN,1997,9.78,55.54,65.32
Slovenia,SVN,1998,9.24,55.97,65.21
Slovenia,SVN,1999,11.34,54.47,65.81
Slovenia,SVN,2000,10.5,52.27,62.77
Slovenia,SVN,2001,11.12,51.07,62.19
Slovenia,SVN,2002,11.83,48.75,60.58
Solomon Islands,SLB,2002,5.2,14.8,20
Somalia,SOM,2002,2.1,3.5,5.6
South Africa,ZAF,1993,8.19,28.35,36.54
South Africa,ZAF,1994,8.83,30.58,39.41
South Africa,ZAF,1995,8.11,27.72,35.83
South Africa,ZAF,1996,8.66,28.25,36.91
South Africa,ZAF,1997,8.01,26.49,34.5
South Africa,ZAF,1998,8.33,27.15,35.48
South Africa,ZAF,1999,7.87,27.93,35.8
South Africa,ZAF,2000,7.61,25.25,32.86
South Africa,ZAF,2001,7.62,25.75,33.37
South Africa,ZAF,2002,7.09,24.88,31.97
South Korea,KOR,1985,4.5,17.16,21.66
South Korea,KOR,1986,4.87,19.21,24.08
South Korea,KOR,1987,5,20.39,25.39
South Korea,KOR,1988,5.65,22.85,28.5
South Korea,KOR,1989,5.93,25.23,31.16
South Korea,KOR,1990,6.48,26.51,32.99
South Korea,KOR,1991,6.47,28.68,35.15
South Korea,KOR,1992,8.09,32.76,40.85
South Korea,KOR,1993,8.6,34.74,43.34
South Korea,KOR,1994,9.2,37.84,47.04
South Korea,KOR,1995,9.28,37.72,47
South Korea,KOR,1996,9.44,37.36,46.8
South Korea,KOR,1997,9.87,38.31,48.18
South Korea,KOR,1998,9.09,37.06,46.15
South Korea,KOR,1999,9.5,38.46,47.96
South Korea,KOR,2000,10.17,40.93,51.1
South Korea,KOR,2001,10.08,40.7,50.78
South Korea,KOR,2002,10.37,40.27,50.64
Spain,ESP,1951,2.22,7.16,9.38
Spain,ESP,1952,2.35,9.11,11.46
Spain,ESP,1953,2.33,9.18,11.51
Spain,ESP,1954,2.76,10.51,13.27
Spain,ESP,1955,2.75,12.11,14.86
Spain,ESP,1956,3.12,13.01,16.13
Spain,ESP,1957,3.51,13.43,16.94
Spain,ESP,1958,3.24,13.67,16.91
Spain,ESP,1959,3.3,14,17.3
Spain,ESP,1960,3.91,16.64,20.55
Spain,ESP,1961,3.47,17.08,20.55
Spain,ESP,1962,3.66,18.55,22.21
Spain,ESP,1963,3.71,18.38,22.09
Spain,ESP,1964,3.55,18.74,22.29
Spain,ESP,1965,3.71,19.56,23.27
Spain,ESP,1966,3.84,20.25,24.09
Spain,ESP,1967,4.15,20.67,24.82
Spain,ESP,1968,3.98,21.94,25.92
Spain,ESP,1969,3.88,21.72,25.6
Spain,ESP,1970,4.09,22.24,26.33
Spain,ESP,1971,4.09,23.26,27.35
Spain,ESP,1972,3.9,23.97,27.87
Spain,ESP,1973,3.97,24.94,28.91
Spain,ESP,1974,4.06,26.22,30.28
Spain,ESP,1975,4,28.71,32.71
Spain,ESP,1976,3.63,28.75,32.38
Spain,ESP,1977,4.01,30.17,34.18
Spain,ESP,1978,3.85,31.97,35.82
Spain,ESP,1979,3.82,33.34,37.16
Spain,ESP,1980,3.84,33.25,37.09
Spain,ESP,1981,3.79,35.64,39.43
Spain,ESP,1982,3.63,36.31,39.94
Spain,ESP,1983,3.85,37.27,41.12
Spain,ESP,1984,3.42,39.37,42.79
Spain,ESP,1985,3.62,39.89,43.51
Spain,ESP,1986,3.57,40.27,43.84
Spain,ESP,1987,3.68,42.56,46.24
Spain,ESP,1988,3.42,44.56,47.98
Spain,ESP,1989,3.42,45.31,48.73
Spain,ESP,1990,3.46,45.6,49.06
Spain,ESP,1991,3.71,46.22,49.93
Spain,ESP,1992,3.63,47.15,50.78
Spain,ESP,1993,3.63,47.81,51.44
Spain,ESP,1994,3.8,48.17,51.97
Spain,ESP,1995,3.93,48.63,52.56
Spain,ESP,1996,3.91,47,50.91
Spain,ESP,1997,4.17,46.69,50.86
Spain,ESP,1998,4.3,47.44,51.74
Spain,ESP,1999,4.36,47.45,51.81
Spain,ESP,2000,4.65,46.01,50.66
Spain,ESP,2001,4.77,46.67,51.44
Spain,ESP,2002,5.08,45.1,50.18
Sri Lanka,LKA,2002,1.6,9.1,10.7
Sudan,SDN,2002,0.8,0.9,1.7
Suriname,SUR,1963,4.07,,4.07
Suriname,SUR,1964,1.65,,1.65
Suriname,SUR,1965,2.96,,2.96
Suriname,SUR,1966,2.96,,2.96
Suriname,SUR,1971,6.14,,6.14
Suriname,SUR,1972,4.62,,4.62
Suriname,SUR,1973,2.12,,2.12
Suriname,SUR,1975,0.95,,0.95
Suriname,SUR,1976,3.22,,3.22
Suriname,SUR,1977,2.92,,2.92
Suriname,SUR,1978,0.89,,0.89
Suriname,SUR,1979,3.2,,3.2
Suriname,SUR,1980,1.07,,1.07
Suriname,SUR,1981,4.7,,4.7
Suriname,SUR,1982,4.7,,4.7
Suriname,SUR,1984,2.67,,2.67
Suriname,SUR,1985,6.11,,6.11
Suriname,SUR,1986,0.62,,0.62
Suriname,SUR,1987,3.04,,3.04
Suriname,SUR,1988,2.39,,2.39
Suriname,SUR,1989,4.87,,4.87
Suriname,SUR,1990,6.3,,6.3
Suriname,SUR,1991,4.11,,4.11
Suriname,SUR,1992,5.56,,5.56
Suriname,SUR,1995,3.22,,3.22
Suriname,SUR,1996,0.8,,0.8
Suriname,SUR,1997,3.35,,3.35
Suriname,SUR,1998,6.07,,6.07
Suriname,SUR,1999,2.17,,2.17
Suriname,SUR,2000,4.9,,4.9
Suriname,SUR,2002,7.4,13.2,20.6
Sweden,SWE,1951,3.64,9,12.64
Sweden,SWE,1952,4.05,8.67,12.72
Sweden,SWE,1953,3.58,9.94,13.52
Sweden,SWE,1954,3.71,10.25,13.96
Sweden,SWE,1955,3.37,11.04,14.41
Sweden,SWE,1956,3.73,11.02,14.75
Sweden,SWE,1957,3.93,11.84,15.77
Sweden,SWE,1958,4.11,13.44,17.55
Sweden,SWE,1959,4.05,13.5,17.55
Sweden,SWE,1960,3.49,14.25,17.74
Sweden,SWE,1961,3.96,15.2,19.16
Sweden,SWE,1962,3.85,15.75,19.6
Sweden,SWE,1963,3.95,15.18,19.13
Sweden,SWE,1964,3.58,16.73,20.31
Sweden,SWE,1965,4.08,17,21.08
Sweden,SWE,1966,3.89,17.37,21.26
Sweden,SWE,1967,4.92,18.3,23.22
Sweden,SWE,1968,4.43,18.19,22.62
Sweden,SWE,1969,4.57,19.84,24.41
Sweden,SWE,1970,4.79,19.73,24.52
Sweden,SWE,1971,5.14,21.67,26.81
Sweden,SWE,1972,5.1,22.49,27.59
Sweden,SWE,1973,5.62,22.65,28.27
Sweden,SWE,1974,5.95,23.51,29.46
Sweden,SWE,1975,6.06,23.86,29.92
Sweden,SWE,1976,5.89,24.18,30.07
Sweden,SWE,1977,6.29,26.02,32.31
Sweden,SWE,1978,6.62,25.21,31.83
Sweden,SWE,1979,6.62,26.12,32.74
Sweden,SWE,1980,7.33,24.52,31.85
Sweden,SWE,1981,8.01,23.63,31.64
Sweden,SWE,1982,7.74,23.54,31.28
Sweden,SWE,1983,7.78,23.57,31.35
Sweden,SWE,1984,8.22,24.4,32.62
Sweden,SWE,1985,8.09,24.42,32.51
Sweden,SWE,1986,8.91,22.63,31.54
Sweden,SWE,1987,9.42,23.61,33.03
Sweden,SWE,1988,9.85,23.87,33.72
Sweden,SWE,1989,9.88,22.56,32.44
Sweden,SWE,1990,9.74,23.65,33.39
Sweden,SWE,1991,10.94,24.14,35.08
Sweden,SWE,1992,11.15,23.46,34.61
