Country,Code,Year,Female,Male,Total
Sweden,SWE,1993,10.49,22.3,32.79
Sweden,SWE,1994,11.09,22.96,34.05
Sweden,SWE,1995,12.18,22.4,34.58
Sweden,SWE,1996,12.81,21.5,34.31
Sweden,SWE,1997,12.34,22.23,34.57
Sweden,SWE,1998,12.29,21.16,33.45
Sweden,SWE,1999,12.76,21.62,34.38
Sweden,SWE,2000,13.32,20.9,34.22
Sweden,SWE,2001,14.32,20.63,34.95
Sweden,SWE,2002,14.04,20.27,34.31
Switzerland,CHE,1951,3.38,23.61,26.99
Switzerland,CHE,1952,2.84,22.6,25.44
Switzerland,CHE,1953,3.15,25.06,28.21
Switzerland,CHE,1954,3.14,26.02,29.16
Switzerland,CHE,1955,2.94,27.28,30.22
Switzerland,CHE,1956,3.43,27.02,30.45
Switzerland,CHE,1957,3.08,29.16,32.24
Switzerland,CHE,1958,3.15,28.36,31.51
Switzerland,CHE,1959,3.06,31.61,34.67
Switzerland,CHE,1960,3.06,31.89,34.95
Switzerland,CHE,1961,3.11,31.92,35.03
Switzerland,CHE,1962,2.62,32.94,35.56
Switzerland,CHE,1963,3.13,35.76,38.89
Switzerland,CHE,1964,3.55,34.84,38.39
Switzerland,CHE,1965,3.27,35.66,38.93
Switzerland,CHE,1966,3.1,38.59,41.69
Switzerland,CHE,1967,3.79,39.81,43.6
Switzerland,CHE,1968,2.95,40.04,42.99
Switzerland,CHE,1969,3.19,41.4,44.59
Switzerland,CHE,1970,3.46,41.07,44.53
Switzerland,CHE,1971,3.77,43.14,46.91
Switzerland,CHE,1972,4.2,43.25,47.45
Switzerland,CHE,1973,4.29,45.39,49.68
Switzerland,CHE,1974,3.82,46.17,49.99
Switzerland,CHE,1975,4.46,48.6,53.06
Switzerland,CHE,1976,4.68,47.86,52.54
Switzerland,CHE,1977,4.65,48.89,53.54
Switzerland,CHE,1978,4.55,48.78,53.33
Switzerland,CHE,1979,4.64,49.48,54.12
Switzerland,CHE,1980,5.57,48.04,53.61
Switzerland,CHE,1981,5.32,48.62,53.94
Switzerland,CHE,1982,6.04,49.3,55.34
Switzerland,CHE,1983,6.24,49.83,56.07
Switzerland,CHE,1984,5.83,47.12,52.95
Switzerland,CHE,1985,6.57,48.49,55.06
Switzerland,CHE,1986,6.59,48.15,54.74
Switzerland,CHE,1987,6.88,45.09,51.97
Switzerland,CHE,1988,6.77,45.49,52.26
Switzerland,CHE,1989,7.08,44.21,51.29
Switzerland,CHE,1990,7.64,45.01,52.65
Switzerland,CHE,1991,7.38,44.41,51.79
Switzerland,CHE,1992,8.81,44.07,52.88
Switzerland,CHE,1993,9.69,43.11,52.8
Switzerland,CHE,1994,9.92,41.63,51.55
Switzerland,CHE,1995,9.38,37.26,46.64
Switzerland,CHE,1996,8.7,37.4,46.1
Switzerland,CHE,1997,8.9,36.73,45.63
Switzerland,CHE,1998,9.83,36.86,46.69
Switzerland,CHE,1999,10.34,33.63,43.97
Switzerland,CHE,2000,10.93,35.42,46.35
Switzerland,CHE,2001,10.4,34.71,45.11
Switzerland,CHE,2002,10.71,31.85,42.56
Syria,SYR,2002,3.4,30.5,33.9
Tajikistan,TJK,1981,4.52,17.05,21.57
Tajikistan,TJK,1982,4.8,16.77,21.57
Tajikistan,TJK,1985,6.17,17.62,23.79
Tajikistan,TJK,1986,6.32,19.31,25.63
Tajikistan,TJK,1987,5.85,20.77,26.62
Tajikistan,TJK,1988,7.66,20.66,28.32
Tajikistan,TJK,1989,6.67,21.25,27.92
Tajikistan,TJK,1990,4.31,14.66,18.97
Tajikistan,TJK,1991,4.46,15.34,19.8
Tajikistan,TJK,1992,4.02,15.83,19.85
Tajikistan,TJK,1993,2.55,11.27,13.82
Tajikistan,TJK,1994,2.32,9.09,11.41
Tajikistan,TJK,1995,2.17,6.5,8.67
Tajikistan,TJK,1996,1.36,6.56,7.92
Tajikistan,TJK,1997,2.29,6.67,8.96
Tajikistan,TJK,1998,2.67,7.05,9.72
Tajikistan,TJK,1999,2.46,7.34,9.8
Tajikistan,TJK,2000,2.12,4.82,6.94
Tajikistan,TJK,2001,2.47,5,7.47
Tajikistan,TJK,2002,2.78,6.48,9.26
Tanzania,TZA,2002,0.5,2,2.5
Thailand,THA,1957,0.4,0.94,1.34
Thailand,THA,1958,0.31,1.01,1.32
Thailand,THA,1959,0.44,1.17,1.61
Thailand,THA,1960,0.54,1.16,1.7
Thailand,THA,1961,0.56,1.13,1.69
Thailand,THA,1962,0.55,1.59,2.14
Thailand,THA,1963,0.63,1.89,2.52
Thailand,THA,1964,0.87,1.8,2.67
Thailand,THA,1965,0.73,2,2.73
Thailand,THA,1966,0.77,1.68,2.45
Thailand,THA,1967,0.81,1.75,2.56
Thailand,THA,1968,0.78,1.75,2.53
Thailand,THA,1969,0.84,1.94,2.78
Thailand,THA,1970,0.88,2.55,3.43
Thailand,THA,1971,1.04,2.6,3.64
Thailand,THA,1972,0.96,2.24,3.2
Thailand,THA,1973,1.36,3.51,4.87
Thailand,THA,1974,1.68,3.8,5.48
Thailand,THA,1975,2.07,4.55,6.62
Thailand,THA,1976,1.44,3.13,4.57
Thailand,THA,1977,1.59,3.83,5.42
Thailand,THA,1978,1.4,4.25,5.65
Thailand,THA,1979,1.84,5.14,6.98
Thailand,THA,1980,1.91,5.44,7.35
Thailand,THA,1981,1.77,5.5,7.27
Thailand,THA,1982,2.01,6.21,8.22
Thailand,THA,1983,1.89,5.68,7.57
Thailand,THA,1984,1.81,4.79,6.6
Thailand,THA,1985,1.51,4.31,5.82
Thailand,THA,1986,1.73,4.17,5.9
Thailand,THA,1987,1.82,5.02,6.84
Thailand,THA,1990,2.12,6.01,8.13
Thailand,THA,1991,2.27,6.53,8.8
Thailand,THA,1992,2.23,6.43,8.66
Thailand,THA,1994,2.55,7.41,9.96
Thailand,THA,1995,2.87,8.11,10.98
Thailand,THA,1996,2.72,8.14,10.86
Thailand,THA,1997,2.79,7.85,10.64
Thailand,THA,1998,3.3,9.03,12.33
Thailand,THA,1999,4.05,10.52,14.57
Thailand,THA,2000,5.19,13.18,18.37
Thailand,THA,2002,6.18,15.92,22.1
Togo,TGO,2002,0.6,2.4,3
Trinidad and Tobago,TTO,1951,2.35,2.13,4.48
Trinidad and Tobago,TTO,1952,2.22,3.2,5.42
Trinidad and Tobago,TTO,1953,0.95,2.14,3.09
Trinidad and Tobago,TTO,1954,3.32,4.79,8.11
Trinidad and Tobago,TTO,1955,1.63,5.71,7.34
Trinidad and Tobago,TTO,1956,1.59,5.95,7.54
Trinidad and Tobago,TTO,1957,1.91,5.69,7.6
Trinidad and Tobago,TTO,1958,1.65,8.39,10.04
Trinidad and Tobago,TTO,1960,4.13,9.39,13.52
Trinidad and Tobago,TTO,1961,2.15,6.27,8.42
Trinidad and Tobago,TTO,1962,4.07,14.31,18.38
Trinidad and Tobago,TTO,1963,4.46,10.17,14.63
Trinidad and Tobago,TTO,1966,4.95,12.4,17.35
Trinidad and Tobago,TTO,1967,3.51,11.98,15.49
Trinidad and Tobago,TTO,1968,3.61,6.32,9.93
Trinidad and Tobago,TTO,1970,3.53,13.42,16.95
Trinidad and Tobago,TTO,1971,2.61,14.68,17.29
Trinidad and Tobago,TTO,1972,2.53,11.27,13.8
Trinidad and Tobago,TTO,1973,4.78,9.99,14.77
Trinidad and Tobago,TTO,1974,4.99,13.56,18.55
Trinidad and Tobago,TTO,1975,5.2,15.67,20.87
Trinidad and Tobago,TTO,1976,2.26,10.76,13.02
Trinidad and Tobago,TTO,1977,3.58,11.55,15.13
Trinidad and Tobago,TTO,1978,4.82,11.44,16.26
Trinidad and Tobago,TTO,1979,1.84,11.42,13.26
Trinidad and Tobago,TTO,1980,5.21,11.76,16.97
Trinidad and Tobago,TTO,1981,3.17,9.4,12.57
Trinidad and Tobago,TTO,1982,3.34,15.42,18.76
Trinidad and Tobago,TTO,1983,2.71,15.8,18.51
Trinidad and Tobago,TTO,1984,4.22,15.39,19.61
Trinidad and Tobago,TTO,1985,3.51,14.81,18.32
Trinidad and Tobago,TTO,1986,5.25,17.97,23.22
Trinidad and Tobago,TTO,1987,3.47,19.96,23.43
Trinidad and Tobago,TTO,1988,3.67,21.64,25.31
Trinidad and Tobago,TTO,1989,3.49,15.4,18.89
Trinidad and Tobago,TTO,1990,2.52,13.26,15.78
Trinidad and Tobago,TTO,1991,5.62,13.88,19.5
Trinidad and Tobago,TTO,1992,4.47,18.1,22.57
Trinidad and Tobago,TTO,1993,4.73,15.47,20.2
Trinidad and Tobago,TTO,1994,3.66,13.52,17.18
Trinidad and Tobago,TTO,1995,4.76,13.83,18.59
Trinidad and Tobago,TTO,1996,3.4,16.99,20.39
Trinidad and Tobago,TTO,1997,4.78,14.32,19.1
Trinidad and Tobago,TTO,1998,4.45,16.96,21.41
Trinidad and Tobago,TTO,1999,3.94,16.38,20.32
Trinidad and Tobago,TTO,2000,2.91,14.96,17.87
Trinidad and Tobago,TTO,2001,4.13,16.88,21.01
Trinidad and Tobago,TTO,2002,4.27,14.89,19.16
Tunisia,TUN,2002,1.8,27.1,28.9
Turkey,TUR,2002,4.9,44.1,49
Turkmenistan,TKM,1981,5.6,,5.6
Turkmenistan,TKM,1982,5.27,,5.27
Turkmenistan,TKM,1985,5.48,,5.48
Turkmenistan,TKM,1986,4.13,,4.13
Turkmenistan,TKM,1987,4.92,,4.92
Turkmenistan,TKM,1988,5.6,,5.6
Turkmenistan,TKM,1989,3.82,,3.82
Turkmenistan,TKM,1990,3.46,,3.46
Turkmenistan,TKM,1991,3.48,,3.48
Turkmenistan,TKM,1992,4.15,,4.15
Turkmenistan,TKM,1993,4.93,,4.93
Turkmenistan,TKM,1994,3.38,,3.38
Turkmenistan,TKM,1995,3.68,,3.68
Turkmenistan,TKM,1996,4.63,,4.63
Turkmenistan,TKM,1997,3.27,,3.27
Turkmenistan,TKM,1998,3.03,,3.03
Turkmenistan,TKM,2002,4.1,18.3,22.4
Uganda,UGA,2002,2.1,3.3,5.4
Ukraine,UKR,1981,6.52,48.87,55.39
Ukraine,UKR,1982,6.52,50.2,56.72
Ukraine,UKR,1985,6.51,54.49,61
Ukraine,UKR,1986,6.79,56.44,63.23
Ukraine,UKR,1987,6.94,59.25,66.19
Ukraine,UKR,1988,7.16,61.7,68.86
Ukraine,UKR,1989,7.28,63.28,70.56
Ukraine,UKR,1990,7.35,63.5,70.85
Ukraine,UKR,1991,7.38,63.39,70.77
Ukraine,UKR,1992,6.91,63.14,70.05
Ukraine,UKR,1993,6.77,61.62,68.39
Ukraine,UKR,1994,6.49,60.08,66.57
Ukraine,UKR,1995,6.46,57.64,64.1
Ukraine,UKR,1996,5.88,53.62,59.5
Ukraine,UKR,1997,5.9,52.24,58.14
Ukraine,UKR,1998,5.84,52.11,57.95
Ukraine,UKR,1999,5.85,50.82,56.67
Ukraine,UKR,2000,5.68,50.64,56.32
Ukraine,UKR,2001,5.3,48.05,53.35
Ukraine,UKR,2002,5.02,47.16,52.18
United Arab Emirates,ARE,2002,4.8,12.7,17.5
United Kingdom,GBR,1950,6.01,38.19,44.2
United Kingdom,GBR,1951,6.1,40.98,47.08
United Kingdom,GBR,1952,6.34,43.74,50.08
United Kingdom,GBR,1953,6.43,46.9,53.33
United Kingdom,GBR,1954,6.61,50.31,56.92
United Kingdom,GBR,1955,6.73,52.46,59.19
United Kingdom,GBR,1956,7.04,55.08,62.12
United Kingdom,GBR,1957,7.15,57.38,64.53
United Kingdom,GBR,1958,7.42,58.89,66.31
United Kingdom,GBR,1959,7.71,61.96,69.67
United Kingdom,GBR,1960,8.03,63.72,71.75
United Kingdom,GBR,1961,8.49,65.01,73.5
United Kingdom,GBR,1962,8.79,66.85,75.64
United Kingdom,GBR,1963,9.18,68.11,77.29
United Kingdom,GBR,1964,9.72,69.31,79.03
United Kingdom,GBR,1965,10.3,70.84,81.14
United Kingdom,GBR,1966,10.68,71.05,81.73
United Kingdom,GBR,1967,11.28,72.82,84.1
United Kingdom,GBR,1968,11.7,72.77,84.47
United Kingdom,GBR,1969,11.94,73.96,85.9
United Kingdom,GBR,1970,12.39,73.75,86.14
United Kingdom,GBR,1971,12.99,73.38,86.37
United Kingdom,GBR,1972,13.58,74.22,87.8
United Kingdom,GBR,1973,13.88,74.24,88.12
United Kingdom,GBR,1974,14.85,74.59,89.44
United Kingdom,GBR,1975,15.01,72.74,87.75
United Kingdom,GBR,1976,15.45,73.58,89.03
United Kingdom,GBR,1977,16.08,72.42,88.5
United Kingdom,GBR,1978,16.65,72.28,88.93
United Kingdom,GBR,1979,17.25,71.91,89.16
United Kingdom,GBR,1980,17.75,70.82,88.57
United Kingdom,GBR,1981,17.95,69.04,86.99
United Kingdom,GBR,1982,18.9,67.62,86.52
United Kingdom,GBR,1983,18.75,68.24,86.99
United Kingdom,GBR,1984,19.95,66.58,86.53
United Kingdom,GBR,1985,19.85,65.9,85.75
United Kingdom,GBR,1986,20.09,63.42,83.51
United Kingdom,GBR,1987,20.51,61.71,82.22
United Kingdom,GBR,1988,21.26,60.96,82.22
United Kingdom,GBR,1989,21.09,58.56,79.65
United Kingdom,GBR,1990,20.96,57.43,78.39
United Kingdom,GBR,1991,21.1,56.33,77.43
United Kingdom,GBR,1992,21.02,54.32,75.34
United Kingdom,GBR,1993,20.87,51.72,72.59
United Kingdom,GBR,1994,20.9,49.9,70.8
United Kingdom,GBR,1995,20.65,47.76,68.41
United Kingdom,GBR,1996,20.55,45.61,66.16
United Kingdom,GBR,1997,19.87,43.38,63.25
United Kingdom,GBR,1998,20.27,42.74,63.01
United Kingdom,GBR,1999,20.11,40.62,60.73
United Kingdom,GBR,2000,19.94,39.23,59.17
United Kingdom,GBR,2001,19.53,38.15,57.68
United Kingdom,GBR,2002,19.67,37.58,57.25
United States,USA,1950,3.65,17.31,20.96
United States,USA,1951,3.67,18.47,22.14
United States,USA,1952,3.83,19.91,23.74
United States,USA,1953,3.73,21.66,25.39
United States,USA,1954,3.74,22.58,26.32
United States,USA,1955,3.89,24.08,27.97
United States,USA,1956,4.03,25.93,29.96
United States,USA,1957,4.04,27.05,31.09
United States,USA,1958,4.21,27.93,32.14
United States,USA,1959,4.29,29.32,33.61
United States,USA,1960,4.39,30.75,35.14
United States,USA,1961,4.75,32.27,37.02
United States,USA,1962,4.98,33.8,38.78
United States,USA,1963,5.35,34.92,40.27
United States,USA,1964,5.49,36.24,41.73
United States,USA,1965,5.98,37.56,43.54
United States,USA,1966,6.39,39.13,45.52
United States,USA,1967,6.85,40.53,47.38
United States,USA,1968,7.82,43.08,50.9
United States,USA,1969,8.37,43.99,52.36
United States,USA,1970,8.98,45.33,54.31
United States,USA,1971,9.76,46.44,56.2
United States,USA,1972,10.54,48.11,58.65
United States,USA,1973,10.93,48.76,59.69
United States,USA,1974,11.78,49.99,61.77
United States,USA,1975,12.53,50.68,63.21
United States,USA,1976,13.49,51.76,65.25
United States,USA,1977,14.3,52.84,67.14
United States,USA,1978,15.3,53.85,69.15
United States,USA,1979,15.95,54.24,70.19
United States,USA,1980,17.21,55.24,72.45
United States,USA,1981,17.8,55.2,73
United States,USA,1982,18.89,55.88,74.77
United States,USA,1983,19.95,55.53,75.48
United States,USA,1984,20.46,56.08,76.54
United States,USA,1985,21.45,56.03,77.48
United States,USA,1986,21.91,55.83,77.74
United States,USA,1987,22.74,56.33,79.07
United States,USA,1988,23.58,55.88,79.46
United States,USA,1989,24.47,55.58,80.05
United States,USA,1990,25.09,55.95,81.04
United States,USA,1991,25.33,55.28,80.61
United States,USA,1992,26.02,54.22,80.24
United States,USA,1993,26.26,54.07,80.33
United States,USA,1994,26.33,52.74,79.07
United States,USA,1995,26.53,51.66,78.19
United States,USA,1996,26.44,50.56,77
United States,USA,1997,26.49,49.37,75.86
United States,USA,1998,26.57,48.49,75.06
United States,USA,1999,25.77,46.54,72.31
United States,USA,2000,26.24,46.15,72.39
United States,USA,2001,25.94,45.16,71.1
United States,USA,2002,26.15,44.11,70.26
Uruguay,URY,1955,4.14,28.2,32.34
Uruguay,URY,1956,3.14,35.92,39.06
Uruguay,URY,1957,3.31,34.96,38.27
Uruguay,URY,1958,3.8,32.3,36.1
Uruguay,URY,1959,3.48,37.06,40.54
Uruguay,URY,1960,4.18,38.28,42.46
Uruguay,URY,1963,4.26,37.46,41.72
Uruguay,URY,1964,3.44,41.85,45.29
Uruguay,URY,1965,3.51,41.85,45.36
Uruguay,URY,1966,3.25,42.86,46.11
Uruguay,URY,1967,4.06,44.97,49.03
Uruguay,URY,1968,2.87,42.6,45.47
Uruguay,URY,1969,3.59,42.94,46.53
Uruguay,URY,1970,4.04,43.48,47.52
Uruguay,URY,1971,3.52,45.16,48.68
Uruguay,URY,1972,3.71,42.9,46.61
Uruguay,URY,1973,3.6,44.25,47.85
Uruguay,URY,1974,3.1,42.31,45.41
Uruguay,URY,1975,3.71,47.91,51.62
Uruguay,URY,1976,4.06,46.84,50.9
Uruguay,URY,1977,3.97,47.13,51.1
Uruguay,URY,1978,4.1,50.21,54.31
Uruguay,URY,1980,3.38,48.43,51.81
Uruguay,URY,1981,4.04,51.34,55.38
Uruguay,URY,1982,3.93,53.03,56.96
Uruguay,URY,1983,4.54,53.42,57.96
Uruguay,URY,1984,4.01,54.05,58.06
Uruguay,URY,1985,3.69,53.16,56.85
Uruguay,URY,1986,3.98,55.25,59.23
Uruguay,URY,1987,4.43,55.76,60.19
Uruguay,URY,1988,4.31,56.99,61.3
Uruguay,URY,1989,4.98,52.42,57.4
Uruguay,URY,1990,4.15,56.25,60.4
Uruguay,URY,1993,5.27,52.35,57.62
Uruguay,URY,1994,5.03,50,55.03
Uruguay,URY,1995,5.29,56.52,61.81
Uruguay,URY,1996,4.98,49.31,54.29
Uruguay,URY,1997,6.27,50.75,57.02
Uruguay,URY,1998,5.85,49.57,55.42
Uruguay,URY,1999,5.19,46.71,51.9
Uruguay,URY,2000,5.6,48.15,53.75
Uruguay,URY,2001,6.01,47.91,53.92
Uruguay,URY,2002,6.18,46.16,52.34
Uzbekistan,UZB,1981,4.68,18.03,22.71
Uzbekistan,UZB,1982,4.97,20.07,25.04
Uzbekistan,UZB,1985,4.89,19.72,24.61
Uzbekistan,UZB,1986,5.08,22.85,27.93
Uzbekistan,UZB,1987,6.03,24.59,30.62
Uzbekistan,UZB,1988,5.52,21.21,26.73
Uzbekistan,UZB,1989,4.84,22.29,27.13
Uzbekistan,UZB,1990,5.39,20.3,25.69
Uzbekistan,UZB,1991,4.77,19.85,24.62
Uzbekistan,UZB,1992,4.86,18.79,23.65
Uzbekistan,UZB,1993,4.78,17.3,22.08
Uzbekistan,UZB,1994,4.12,14.82,18.94
Uzbekistan,UZB,1995,3.9,15.45,19.35
Uzbekistan,UZB,1996,3.66,13.83,17.49
Uzbekistan,UZB,1997,3.65,13.75,17.4
Uzbekistan,UZB,1998,3.83,12.56,16.39
Uzbekistan,UZB,1999,3.26,11.49,14.75
Uzbekistan,UZB,2000,3.26,10.93,14.19
Uzbekistan,UZB,2002,3.12,10.98,14.1
Vanuatu,VUT,2002,5.8,12.7,18.5
Venezuela,VEN,1955,4.02,9.09,13.11
Venezuela,VEN,1956,5.05,9.97,15.02
Venezuela,VEN,1957,5.57,8.52,14.09
Venezuela,VEN,1958,5.38,10.04,15.42
Venezuela,VEN,1959,5.41,9.81,15.22
Venezuela,VEN,1960,5.41,9.04,14.45
Venezuela,VEN,1961,5.78,9.92,15.7
Venezuela,VEN,1962,4.89,11.28,16.17
Venezuela,VEN,1963,5.67,10.49,16.16
Venezuela,VEN,1964,5.83,12.22,18.05
Venezuela,VEN,1965,7.1,13.18,20.28
Venezuela,VEN,1966,6.44,13.65,20.09
Venezuela,VEN,1967,5.4,11.81,17.21
Venezuela,VEN,1968,6.92,12.32,19.24
Venezuela,VEN,1969,6.03,12.01,18.04
Venezuela,VEN,1970,5.99,14.13,20.12
Venezuela,VEN,1971,5.97,14.27,20.24
Venezuela,VEN,1972,6.47,14.9,21.37
Venezuela,VEN,1973,6.58,11.98,18.56
Venezuela,VEN,1974,6.6,14.38,20.98
Venezuela,VEN,1975,6.54,15.47,22.01
Venezuela,VEN,1976,7.51,14.45,21.96
Venezuela,VEN,1977,6.46,16.05,22.51
Venezuela,VEN,1978,5.79,14.36,20.15
Venezuela,VEN,1979,6.54,15.23,21.77
Venezuela,VEN,1980,6.96,14.88,21.84
Venezuela,VEN,1981,6.99,15.29,22.28
Venezuela,VEN,1982,6.7,15.4,22.1
Venezuela,VEN,1983,7.29,16.92,24.21
Venezuela,VEN,1985,7.04,15.53,22.57
Venezuela,VEN,1986,6.41,15.12,21.53
Venezuela,VEN,1987,7.52,17.13,24.65
Venezuela,VEN,1988,7.79,17.09,24.88
Venezuela,VEN,1989,7.83,15.82,23.65
Venezuela,VEN,1990,9.02,18.76,27.78
Venezuela,VEN,1992,8.63,18.79,27.42
Venezuela,VEN,1993,8.41,17.67,26.08
Venezuela,VEN,1994,9.18,18.85,28.03
Venezuela,VEN,1996,8.41,17.26,25.67
Venezuela,VEN,1997,8.81,18.1,26.91
Venezuela,VEN,1998,8.53,17.44,25.97
Venezuela,VEN,1999,8.95,17.45,26.4
Venezuela,VEN,2000,8.94,16.41,25.35
Venezuela,VEN,2001,9.25,17.18,26.43
Venezuela,VEN,2002,9.26,16.86,26.12
Vietnam,VNM,2002,6.7,27.4,34.1
Yemen,YEM,2002,3.4,3.8,7.2
Zambia,ZMB,2002,0.9,6.3,7.2
Zimbabwe,ZWE,2002,5.8,12.1,17.9
