Country,Year,Female,Male
Afghanistan,2002,2.7,11.3
Albania,1987,5.49,35.32
Albania,1988,6.3,37.78
Albania,1989,4.01,32.58
Albania,1992,5.12,27.77
Albania,1993,4.79,25.43
Albania,1994,5.09,21.83
Albania,1995,5.79,33.68
Albania,1996,7.8,35.57
Albania,1997,7.62,35.98
Albania,1998,7.84,34.84
Albania,1999,7.38,34.67
Albania,2000,6.4,31.48
Albania,2001,5.88,27.91
Albania,2002,8.1,29.44
Algeria,2002,2,16.4
Angola,2002,1.3,7
Argentina,1966,5.17,41.07
Argentina,1967,5.56,47.2
Argentina,1968,6.7,48.19
Argentina,1969,6.32,48.67
Argentina,1970,5.94,46.7
Argentina,1977,5.54,43.79
Argentina,1978,5.55,44.01
Argentina,1979,5.28,43.09
Argentina,1980,5.21,42.9
Argentina,1981,5.38,44.55
Argentina,1982,5.51,40.52
Argentina,1983,5.51,42.38
Argentina,1984,5.84,41.26
Argentina,1985,5.35,40.63
Argentina,1986,5.26,39.5
Argentina,1987,5.34,41.39
Argentina,1988,5.88,40.09
Argentina,1989,5.83,39.64
Argentina,1990,5.83,38.03
Argentina,1991,6.26,39.35
Argentina,1992,6.2,38.01
Argentina,1993,6.38,37.77
Argentina,1994,6.42,37.88
Argentina,1995,6.29,36.8
Argentina,1996,6.46,36.97
Argentina,1997,6.5,36
Argentina,1998,7.09,35.99
Argentina,1999,7.05,36.12
Argentina,2000,6.73,34.74
Argentina,2001,6.95,32.92
Argentina,2002,7.08,31.87
Armenia,1981,4.09,33.01
Armenia,1982,4.9,32.88
Armenia,1985,5.56,37.62
Armenia,1986,6.23,36.7
Armenia,1987,5.42,35.42
Armenia,1988,6.04,42.55
Armenia,1989,5.89,40.83
Armenia,1990,6.38,45.98
Armenia,1991,5.66,48.04
Armenia,1992,7.1,44.8
Armenia,1993,6.55,41.34
Armenia,1994,5.75,37.81
Armenia,1995,4.49,39.8
Armenia,1996,4.55,41.01
Armenia,1997,4.83,43.91
Armenia,1998,5.58,41.45
Armenia,1999,5.28,45.09
Armenia,2000,6.39,45.54
Armenia,2001,6.2,46.71
Armenia,2002,5.96,45.62
Australia,1950,2.78,13.83
Australia,1951,2.98,14.91
Australia,1952,2.98,17.29
Australia,1953,3.73,18.27
Australia,1954,2.98,19.13
Australia,1955,2.96,20.7
Australia,1956,3.47,22.12
Australia,1957,3.2,24.06
Australia,1958,3.24,23.91
Australia,1959,3.31,26.27
Australia,1960,3.44,27.19
Australia,1961,3.58,29.81
Australia,1962,3.83,31.77
Australia,1963,3.86,32.78
Australia,1964,4.28,34.74
Australia,1965,4.19,35.1
Australia,1966,4.46,37.4
Australia,1967,5.09,38.72
Australia,1968,5.04,39.97
Australia,1969,4.96,41.26
Australia,1970,6.42,42.12
Australia,1971,6.76,43.61
Australia,1972,6.37,43.99
Australia,1973,7.05,44.92
Australia,1974,6.83,47.21
Australia,1975,7.22,47.37
Australia,1976,7.97,48.5
Australia,1977,9.08,46.96
Australia,1978,9.09,47.16
Australia,1979,9.42,47.38
Australia,1980,9.7,49.45
Australia,1981,9.56,49.09
Australia,1982,10.56,49.15
Australia,1983,11.44,48.59
Australia,1984,11.32,48.56
Australia,1985,11.5,47.98
Australia,1986,11.99,45.99
Australia,1987,11.41,46.27
Australia,1988,12.86,45.68
Australia,1989,13.21,45.55
Australia,1990,12.72,41.64
Australia,1991,13.6,41.18
Australia,1992,12.88,41.17
Australia,1993,13.33,38.96
Australia,1994,13.6,40.36
Australia,1995,13.58,37.4
Australia,1996,13.73,37.2
Australia,1997,13.66,35.21
Australia,1998,13.12,34.87
Australia,1999,13.1,33.19
Australia,2000,13.87,31.76
Australia,2001,13.9,31.29
Australia,2002,14.31,30.4
Austria,1955,5.07,43.01
Austria,1956,6.31,45.84
Austria,1957,6.14,47.55
Austria,1958,6.45,47.69
Austria,1959,6.35,47.51
Austria,1960,5.31,49.86
Austria,1961,5.61,51.26
Austria,1962,6.14,49.25
Austria,1963,5.98,52.01
Austria,1964,5.74,48.87
Austria,1965,5.9,52.46
Austria,1966,6.29,51.25
Austria,1967,6.11,51.51
Austria,1968,6.46,53.14
Austria,1969,6.23,51.51
Austria,1970,5.77,50.46
Austria,1971,6.61,50.05
Austria,1972,6.34,51.47
Austria,1973,6.5,52.2
Austria,1974,6.88,50.77
Austria,1975,6.84,50.8
Austria,1976,6.58,50.42
Austria,1977,6.63,50.73
Austria,1978,6.94,48.69
Austria,1979,7.02,50.59
Austria,1980,7.25,49.91
Austria,1981,7.36,48.43
Austria,1982,8.18,47
Austria,1983,7.87,48.28
Austria,1984,8.83,50.06
Austria,1985,7.94,47.46
Austria,1986,8.16,46.94
Austria,1987,9.14,46.44
Austria,1988,9.35,45.6
Austria,1989,8.55,45.74
Austria,1990,8.72,45.46
Austria,1991,9.64,45.8
Austria,1992,9.35,43.75
Austria,1993,9.58,45.23
Austria,1994,10.23,41.7
Austria,1995,9.61,40.8
Austria,1996,10.43,40.81
Austria,1997,10.81,39.37
Austria,1998,10.75,39.48
Austria,1999,10.87,37.2
Austria,2000,11.54,36.41
Austria,2001,10.67,35.15
Austria,2002,11.77,35.92
Azerbaijan,1981,4.5,35.62
Azerbaijan,1982,5.48,34.63
Azerbaijan,1985,4.41,32.43
Azerbaijan,1986,4.86,36.57
Azerbaijan,1987,5.64,38.51
Azerbaijan,1988,5.51,35.65
Azerbaijan,1989,4.83,32.97
Azerbaijan,1990,4.52,26.42
Azerbaijan,1991,4.87,28.04
Azerbaijan,1992,4.94,29.27
Azerbaijan,1993,4.42,26.13
Azerbaijan,1994,4.62,22.4
Azerbaijan,1995,3.34,21.25
Azerbaijan,1996,3.86,22.2
Azerbaijan,1997,3.87,22.35
Azerbaijan,1998,3.45,20.44
Azerbaijan,1999,3.96,21.34
Azerbaijan,2000,3.83,20.24
Azerbaijan,2001,4.05,21.35
Azerbaijan,2002,4.63,21.83
Bahamas,2002,4.8,19.7
Bahrain,2002,12.4,28.6
Bangladesh,2002,3.3,20.8
Barbados,2002,3,14.4
Belarus,1981,3.79,37.21
Belarus,1982,3.76,40.02
Belarus,1985,4.29,47.85
Belarus,1986,4.29,48.38
Belarus,1987,5.02,51.12
Belarus,1988,4.45,52.3
Belarus,1989,4.57,56.72
Belarus,1990,4.53,56.16
Belarus,1991,5.06,56.72
Belarus,1992,5.1,60.33
Belarus,1993,4.87,61.28
Belarus,1994,4.32,60.51
Belarus,1995,4.32,61.17
Belarus,1997,4.55,60.24
Belarus,1998,4.19,58.64
Belarus,1999,3.64,57.4
Belarus,2000,3.8,56.05
Belarus,2001,3.72,55.51
Belarus,2002,3.67,55.31
Belgium,2002,10.1,69.9
Belgium,1954,,26.63
Belgium,1955,,27.37
Belgium,1956,,30.3
Belgium,1957,,31.1
Belgium,1958,,32.37
Belgium,1959,,34.04
Belgium,1960,,37.91
Belgium,1961,,40.16
Belgium,1962,,42.12
Belgium,1963,,44.66
Belgium,1964,,46.06
Belgium,1965,,50.44
Belgium,1966,,50.56
Belgium,1967,,52.84
Belgium,1968,,54.48
Belgium,1969,,55.24
Belgium,1970,,58.76
Belgium,1971,,64.25
Belgium,1972,,66.43
Belgium,1973,,67.26
Belgium,1974,,66.83
Belgium,1975,,68.67
Belgium,1976,,70.74
Belgium,1977,,75.93
Belgium,1978,,76.88
Belgium,1979,,76
Belgium,1980,,77.9
Belgium,1981,,79.58
Belgium,1982,,78.13
Belgium,1983,,81.77
Belgium,1984,,80.69
Belgium,1985,,82.03
Belgium,1986,,79.52
Belgium,1987,,77.7
Belgium,1988,,77.94
Belgium,1989,,73.13
Belgium,1990,,72.59
Belgium,1991,,71.15
Belgium,1992,,71.97
Belgium,1993,,71.8
Belgium,1994,,69.24
Belgium,1995,,70.44
Belgium,1996,,65.93
Belgium,1997,,66.95
Belize,1964,8.15,10.14
Belize,1965,8.11,5.77
Belize,1966,8.89,8.89
Belize,1969,2.25,11.63
Belize,1971,2.22,
Belize,1972,5.05,13.86
Belize,1973,6.91,5.5
Belize,1975,2.67,2.59
Belize,1977,2.38,7.82
Belize,1980,2.6,
Belize,1982,3.92,7.87
Belize,1983,2.31,3.84
Belize,1984,4.44,15.89
Belize,1986,4.45,7.49
Belize,1987,2.11,12.74
Belize,1989,1.24,8.86
Belize,1990,3.12,9.08
Belize,1993,3.95,14.25
Belize,1994,5.16,10.24
Belize,1996,4.14,13.97
Belize,1997,5.03,17.17
Belize,1998,1.89,18.97
Belize,1999,1.68,19.7
Belize,2000,7.61,11.32
Belize,2001,4.37,17.12
Belize,2002,3.3,19.6
Belize,1968,,8.28
Belize,1970,,8.82
Belize,1976,,5.5
Belize,1978,,18.11
Belize,1979,,1.85
Belize,1991,,3.53
Belize,1995,,16.63
Benin,2002,0.6,2.4
Bhutan,2002,2.2,11
Bolivia,2002,3.1,11.6
Bosnia and Herzegovina,2002,10.5,52.3
Botswana,2002,3,8.5
Brazil,1979,3.63,12.94
Brazil,1980,3.87,13.71
Brazil,1981,3.71,13.81
Brazil,1982,3.86,14.67
Brazil,1983,4.11,15.25
Brazil,1984,4.14,15.4
Brazil,1985,4.3,15.49
Brazil,1986,4.36,16.07
Brazil,1987,4.73,15.99
Brazil,1988,4.86,16.6
Brazil,1989,4.66,16.38
Brazil,1990,4.86,16.45
Brazil,1991,5.09,16.5
Brazil,1992,5.19,16.81
Brazil,1993,5.03,16.56
Brazil,1994,5.33,16.82
Brazil,1995,5.46,16.61
Brazil,1996,5.44,16.43
Brazil,1997,5.7,16.71
Brazil,1998,5.63,16.4
Brazil,1999,5.9,16.23
Brazil,2000,6.09,16.21
Brazil,2001,6.08,16.17
Brazil,2002,6.02,16.12
Brunei,2002,10.8,22.5
Bulgaria,1964,7.81,35.56
Bulgaria,1965,6.71,37.66
Bulgaria,1966,6.61,38.33
Bulgaria,1967,7.12,35.94
Bulgaria,1968,6.57,36.17
Bulgaria,1969,6.38,35.17
Bulgaria,1970,5.98,33.63
Bulgaria,1971,5.75,36.68
Bulgaria,1972,6.48,35.64
Bulgaria,1973,6.42,37.47
Bulgaria,1974,6.21,35.55
Bulgaria,1975,5.72,34.53
Bulgaria,1976,5.93,35.14
Bulgaria,1977,6.3,35.43
Bulgaria,1978,5.46,34.59
Bulgaria,1979,6.34,36.51
Bulgaria,1980,5.69,33.59
Bulgaria,1981,5.7,37.08
Bulgaria,1982,5.27,38.01
Bulgaria,1983,6.34,39.42
Bulgaria,1984,6.71,39.42
Bulgaria,1985,6.94,39.23
Bulgaria,1986,6.45,40.29
Bulgaria,1987,6.58,40.71
Bulgaria,1988,6.26,40.2
Bulgaria,1989,6.11,41.39
Bulgaria,1990,5.84,40.65
Bulgaria,1991,7.03,40.39
Bulgaria,1992,6.3,42.52
Bulgaria,1993,6.74,42.12
Bulgaria,1994,6.58,43.72
Bulgaria,1995,7.17,42.58
Bulgaria,1996,6.83,42.12
Bulgaria,1997,6.15,40.65
Bulgaria,1998,6.42,38.91
Bulgaria,1999,6.84,40
Bulgaria,2000,6.56,37.59
Bulgaria,2001,6.22,38
Bulgaria,2002,6.28,39.73
Burkina Faso,2002,2.1,4.6
Burundi,2002,2.1,3.5
Cambodia,2002,4.5,20.9
Cameroon,2002,0.3,3
Canada,1950,2.86,14.53
Canada,1951,3.28,14.82
Canada,1952,3.55,16.56
Canada,1953,3.35,17.93
Canada,1954,3.35,19.12
Canada,1955,4.18,20.27
Canada,1956,3.56,21.8
Canada,1957,3.45,22.47
Canada,1958,3.4,23.42
Canada,1959,3.58,24.27
Canada,1960,3.52,25.34
Canada,1961,3.91,27.08
Canada,1962,4.52,28.72
Canada,1963,4.28,30.43
Canada,1964,4.59,31.25
Canada,1965,5.03,32.22
Canada,1966,5.18,33.61
Canada,1967,5.64,36.82
Canada,1968,5.81,36.92
Canada,1969,5.95,38.46
Canada,1970,6.3,40.2
Canada,1971,6.49,41.82
Canada,1972,7.85,42.76
Canada,1973,8.23,44.21
Canada,1974,8.9,46.37
Canada,1975,9.32,45.7
Canada,1976,9.52,47.29
Canada,1977,10.8,48.94
Canada,1978,11.49,49.98
Canada,1979,12.55,50.99
Canada,1980,13.07,52.59
Canada,1981,13.89,51.9
Canada,1982,14.92,54.82
Canada,1983,15.25,55.24
Canada,1984,16.84,56.68
Canada,1985,18.13,54.71
Canada,1986,18.24,55.09
Canada,1987,19.23,54.68
Canada,1988,20.05,56.34
Canada,1989,20.07,56.12
Canada,1990,20.51,55.21
Canada,1991,21.98,54.74
Canada,1992,22.12,53.67
Canada,1993,23.3,53.42
Canada,1994,23.5,51.75
Canada,1995,22.77,49.49
Canada,1996,24.57,49.01
Canada,1997,23.33,46.93
Canada,1998,24.86,46.99
Canada,1999,24.88,47.07
Canada,2000,24.67,42.98
Canada,2001,24.4,43.01
Canada,2002,25.05,42.85
Cape Verde,2002,0.6,2.4
Central African Republic,2002,0.7,4.6
Chad,2002,0.7,4.6
Chile,1955,4.18,11.26
Chile,1956,3.77,12.3
Chile,1957,4.25,11
Chile,1958,4.16,10.8
Chile,1959,3.89,12.53
Chile,1960,4.45,12.77
Chile,1961,4.52,12.04
Chile,1962,4.34,12.39
Chile,1963,4.77,13.87
Chile,1964,4.47,13.2
Chile,1965,4.38,13.37
Chile,1966,4.77,14.09
Chile,1967,5.24,15.43
Chile,1968,4.36,16.18
Chile,1969,5.12,17.19
Chile,1970,5.01,16.78
Chile,1971,5.11,17.26
Chile,1972,4.35,17.45
Chile,1973,4.44,19.43
Chile,1974,4.63,17.14
Chile,1975,4.7,18.26
Chile,1976,5.27,19.18
Chile,1977,5.2,20.28
Chile,1978,4.51,19.38
Chile,1979,5.87,19.97
Chile,1980,5.56,21.26
Chile,1981,5.29,20.6
Chile,1982,5.41,22.33
Chile,1983,5.48,22.52
Chile,1984,5.76,21.52
Chile,1985,5.93,22.88
Chile,1986,5.92,21.22
Chile,1987,5.87,20.61
Chile,1988,5.56,20.95
Chile,1989,6.09,20.87
Chile,1990,6.17,21.16
Chile,1991,6.13,23.43
Chile,1992,6.32,22.34
Chile,1993,7.02,21.6
Chile,1994,6.36,20.4
Chile,1995,6.75,21.5
Chile,1996,7.12,21.86
Chile,1997,7.32,19.75
Chile,1998,6.65,20.03
Chile,1999,6.87,19.32
Chile,2000,6.92,19.03
Chile,2001,7.4,19.55
Chile,2002,7.32,18.89
China,2002,16.3,36.7
China,1987,,33.24
China,1988,,32.77
China,1989,,35.81
China,1990,,38.3
China,1991,,36.3
China,1992,,37.36
China,1993,,36.97
China,1994,,37.58
China,1995,,38.83
China,1996,,38.5
China,1997,,39.5
China,1998,,41.2
China,1999,,40.81
China,2000,,41.7
Colombia,1953,2.42,5.33
Colombia,1954,2.4,3.65
Colombia,1955,2.34,3.67
Colombia,1956,2.1,4.56
Colombia,1957,2.26,4.79
Colombia,1958,2.26,3.83
Colombia,1959,2.09,5.11
Colombia,1960,1.9,5.26
Colombia,1961,2.41,4.84
Colombia,1962,2.62,5.58
Colombia,1963,2.39,5.89
Colombia,1964,2.5,6.53
Colombia,1965,2.82,5.83
Colombia,1966,3.09,6.35
Colombia,1967,2.98,7.01
Colombia,1968,2.58,6.68
Colombia,1969,2.58,6.47
Colombia,1972,3.35,7.02
Colombia,1974,3.4,7.53
Colombia,1975,3.54,7.59
Colombia,1976,4.04,8.94
Colombia,1977,4.2,8.61
Colombia,1984,5.14,11.84
Colombia,1985,5.8,12.86
Colombia,1986,5.62,13.22
Colombia,1987,6.12,13.79
Colombia,1988,5.79,13.18
Colombia,1989,6.15,13.5
Colombia,1990,5.87,13.23
Colombia,1991,6.74,13.91
Colombia,1992,6.7,13.5
Colombia,1993,6.57,13.77
Colombia,1994,6.19,13.76
Colombia,1995,6.63,13.81
Colombia,1996,6.97,13.97
Colombia,1997,7.01,13.93
Colombia,1998,6.35,13.24
Colombia,1999,7.16,14.08
Colombia,2001,6.88,14.06
Colombia,2002,7.18,14.41
Comoros,2002,2.1,3.5
Congo,2002,0.5,3.6
Costa Rica,1961,1.99,2.73
Costa Rica,1962,2.19,4.99
Costa Rica,1963,2.94,3.94
Costa Rica,1964,3.83,5.77
Costa Rica,1965,1.72,4.17
Costa Rica,1966,2.34,4.76
Costa Rica,1967,3.14,5.09
Costa Rica,1968,3.54,7.87
Costa Rica,1969,3.36,4.99
Costa Rica,1970,3.32,5.02
Costa Rica,1971,4.02,4.84
Costa Rica,1972,4.03,8.19
Costa Rica,1973,2.4,6.19
Costa Rica,1974,4.72,7.47
Costa Rica,1975,5.06,9.54
Costa Rica,1976,3.75,8.98
Costa Rica,1977,4.31,9.11
Costa Rica,1978,4.46,9.32
Costa Rica,1979,3.77,8.83
Costa Rica,1980,5.1,10.19
Costa Rica,1981,6.05,12.61
Costa Rica,1982,6.19,12.55
Costa Rica,1983,4.28,13.03
Costa Rica,1984,5.19,14.21
Costa Rica,1985,5.39,13
Costa Rica,1986,4.73,10.89
Costa Rica,1987,6.16,12.72
Costa Rica,1988,4.35,14.22
Costa Rica,1989,6.87,12.79
Costa Rica,1990,4.65,13.38
Costa Rica,1991,4.76,11.1
Costa Rica,1992,4.51,12.31
Costa Rica,1993,5.01,13.12
Costa Rica,1994,4.5,12.44
Costa Rica,1995,4.91,11.26
Costa Rica,1996,5.09,13.91
Costa Rica,1997,5.76,12.17
Costa Rica,1998,3.82,10.57
Costa Rica,1999,4.88,12.18
Costa Rica,2000,5.34,11.26
Costa Rica,2001,4.37,11.11
Costa Rica,2002,3.69,9.7
Cote d'Ivoire,2002,1.2,6
Croatia,1985,6.54,61.36
Croatia,1986,8.32,61.16
Croatia,1987,7.83,66.38
Croatia,1988,7.97,68.88
Croatia,1989,8.63,67.04
Croatia,1990,8.51,68.41
Croatia,1991,8.78,66.02
Croatia,1992,8.61,62.2
Croatia,1993,7.31,61.18
Croatia,1994,8.04,59.73
Croatia,1995,7.57,57.07
Croatia,1996,9.01,59.75
Croatia,1997,8.48,61.66
Croatia,1998,9.93,62.57
Croatia,1999,8.8,61.28
Croatia,2000,10.39,58.44
Croatia,2001,9.61,61.9
Croatia,2002,10.21,58.98
Cuba,1964,13.88,34.95
Cuba,1968,12.79,34.62
Cuba,1969,11.58,36.34
Cuba,1970,14.87,38.54
Cuba,1971,13.67,39.17
Cuba,1972,13.93,39.65
Cuba,1973,14.75,40.06
Cuba,1974,13.38,39.06
Cuba,1975,13.22,36.96
Cuba,1976,13.11,39.99
Cuba,1977,13.12,39.53
Cuba,1978,11.36,36.81
Cuba,1979,12.62,38.4
Cuba,1980,12.18,37.08
Cuba,1981,11.83,38.17
Cuba,1982,12.22,37.46
Cuba,1983,13,37.11
Cuba,1984,13.49,38.47
Cuba,1985,13.09,37.18
Cuba,1986,13.39,37.67
Cuba,1987,13.31,37.08
Cuba,1988,13.6,38.33
Cuba,1989,13.71,36.39
Cuba,1990,13.37,36.57
Cuba,1991,13.13,36.59
Cuba,1992,14.24,35.98
Cuba,1993,13.53,33.47
Cuba,1994,12.12,34.66
Cuba,1995,12.75,34.71
Cuba,1996,13.31,35.52
Cuba,1997,13.94,34.36
Cuba,1998,13.74,35.08
Cuba,1999,13.72,33.96
Cuba,2000,14.65,33.71
Cuba,2001,14.62,33.43
Cuba,2002,15.64,35.8
Cyprus,2002,5.3,24.8
Czechia,1986,8.6,80.43
Czechia,1987,9.16,77.85
Czechia,1988,8.72,78.65
Czechia,1989,9.29,75.84
Czechia,1990,9.33,77.83
Czechia,1991,10.49,75.43
Czechia,1992,10.71,75.67
Czechia,1993,10.12,73.28
Czechia,1994,11.23,68.41
Czechia,1995,11.66,70.02
Czechia,1996,11.66,66.19
Czechia,1997,11.31,65.6
Czechia,1998,11.61,61.26
Czechia,1999,12.55,61.74
Czechia,2000,12.53,61.98
Czechia,2001,13.03,58.58
Czechia,2002,12.32,57.02
Czechoslovakia,1953,4.91,28.43
Czechoslovakia,1954,5.31,31.58
Czechoslovakia,1955,5.68,34.97
Czechoslovakia,1956,5.39,36.65
Czechoslovakia,1957,5.5,38.54
Czechoslovakia,1958,5.31,41.06
Czechoslovakia,1959,5.74,44.11
Czechoslovakia,1960,5.1,47.27
Czechoslovakia,1961,5.43,50.48
Czechoslovakia,1962,5.53,52.08
Czechoslovakia,1963,5.52,55.23
Czechoslovakia,1964,6.11,56.64
Czechoslovakia,1965,5.77,57.88
Czechoslovakia,1966,5.66,60.53
Czechoslovakia,1967,5.77,62.11
Czechoslovakia,1968,5.45,59.99
Czechoslovakia,1969,6.24,61.08
Czechoslovakia,1970,5.67,61.8
Czechoslovakia,1971,5.35,63.54
Czechoslovakia,1972,5.49,62.23
Czechoslovakia,1973,5.36,63.52
Czechoslovakia,1974,5.41,65.52
Czechoslovakia,1975,5.58,66.35
Czechoslovakia,1976,5.91,65.76
Czechoslovakia,1977,5.99,67.65
Czechoslovakia,1978,6.96,68.63
Czechoslovakia,1979,6.6,67.55
Czechoslovakia,1980,6.67,70.23
Czechoslovakia,1981,6.75,69.6
Czechoslovakia,1982,6.65,69.95
Czechoslovakia,1983,7.41,71.64
Czechoslovakia,1984,7.58,72.73
Czechoslovakia,1985,7.62,72.65
Czechoslovakia,1986,7.98,74.95
Czechoslovakia,1987,8.34,73.76
Czechoslovakia,1988,7.95,74.68
Czechoslovakia,1989,8.53,73.58
Czechoslovakia,1990,8.49,74.79
Czechoslovakia,1991,9.44,72.66
Democratic Republic of Congo,2002,0.6,4.4
Denmark,1951,3.64,15.82
Denmark,1952,4.25,18.34
Denmark,1953,4.38,18.08
Denmark,1954,4.1,18.64
Denmark,1955,4.61,21.56
Denmark,1956,3.75,23.68
Denmark,1957,5.21,24.69
Denmark,1958,4.45,23.84
Denmark,1959,4.72,28.82
Denmark,1960,5.78,29.27
Denmark,1961,5.37,32.26
Denmark,1962,5.96,31.2
Denmark,1963,6.09,35
Denmark,1964,6.41,35.72
Denmark,1965,6.94,38.26
Denmark,1966,6.59,37.57
Denmark,1967,8.38,39.6
Denmark,1968,7.23,40.71
Denmark,1969,8.26,41.74
Denmark,1970,8.75,40.76
Denmark,1971,9.26,44.27
Denmark,1972,10.24,48.78
Denmark,1973,9.22,45.12
Denmark,1974,9.92,47.2
Denmark,1975,10.83,46.36
Denmark,1976,13.22,46.9
Denmark,1977,11.72,48.11
Denmark,1978,13.13,52.35
Denmark,1979,14.64,52.93
Denmark,1980,14.37,52.84
Denmark,1981,16.34,54.48
Denmark,1982,16.03,54.51
Denmark,1983,19.92,54.66
Denmark,1984,21.09,54.9
Denmark,1985,19.84,55.83
Denmark,1986,19.87,54.55
Denmark,1987,22.93,54.03
Denmark,1988,24.08,52.91
Denmark,1989,21.72,53.82
Denmark,1990,23.84,52.46
Denmark,1991,25.8,48.33
Denmark,1992,24.47,49.02
Denmark,1993,25.38,51.92
