Country,Year,Female,Male
Denmark,1994,28.3,49.18
Denmark,1995,28.13,49.72
Denmark,1996,27.61,48.44
Denmark,1997,29.39,46.44
Denmark,1998,27.18,43.19
Denmark,1999,28.17,43.81
Denmark,2000,27.35,44.2
Denmark,2001,28.05,42.15
Denmark,2002,27.8,40.1
Djibouti,2002,2.1,3.5
Dominican Republic,1965,1.26,3.51
Dominican Republic,1966,1.57,2.77
Dominican Republic,1967,2.12,3.9
Dominican Republic,1968,1.97,4.46
Dominican Republic,1969,1.64,3.11
Dominican Republic,1970,0.93,3.7
Dominican Republic,1971,3.02,4.13
Dominican Republic,1972,1.47,4.56
Dominican Republic,1973,1.57,3.57
Dominican Republic,1974,1.75,3.65
Dominican Republic,1975,1.39,3.52
Dominican Republic,1976,1.57,3.9
Dominican Republic,1977,2.82,4.2
Dominican Republic,1978,2.21,3.96
Dominican Republic,1979,1.85,3.84
Dominican Republic,1980,2.27,4.8
Dominican Republic,1981,2.07,5.81
Dominican Republic,1982,2.76,6.06
Dominican Republic,1983,3.38,6.69
Dominican Republic,1984,2.97,6.56
Dominican Republic,1985,1.92,6.47
Dominican Republic,1986,2.77,5.67
Dominican Republic,1987,3.37,6.21
Dominican Republic,1988,3.07,6.27
Dominican Republic,1989,3.65,6.17
Dominican Republic,1990,2.56,6.42
Dominican Republic,1991,3.1,5.25
Dominican Republic,1992,2.84,5.68
Dominican Republic,1994,3.07,5.81
Dominican Republic,1995,2.98,5.21
Dominican Republic,1996,3.3,6.65
Dominican Republic,1997,4.34,6.72
Dominican Republic,1998,4.52,7.38
Dominican Republic,1999,4.5,8.29
Dominican Republic,2000,3.19,7.05
Dominican Republic,2001,4.62,7.19
Dominican Republic,2002,4.0525,6.985
Ecuador,1961,1.84,2.64
Ecuador,1963,1.94,3.49
Ecuador,1964,2.35,2.83
Ecuador,1968,2.01,2.57
Ecuador,1969,2.35,4.13
Ecuador,1970,1.61,3.55
Ecuador,1971,1.75,3.92
Ecuador,1972,1.77,3.86
Ecuador,1973,1.55,3.16
Ecuador,1974,1.58,3.68
Ecuador,1975,1.87,3.36
Ecuador,1977,1.5,3.96
Ecuador,1978,1.43,4.15
Ecuador,1979,2.11,5.48
Ecuador,1980,2.08,5.2
Ecuador,1981,2.51,5.37
Ecuador,1982,2.75,5.98
Ecuador,1983,2.06,6.35
Ecuador,1984,2.76,6.23
Ecuador,1985,2.37,7.39
Ecuador,1986,2.8,6.38
Ecuador,1987,2.55,6.73
Ecuador,1988,2.68,6.52
Ecuador,1989,2.96,6.52
Ecuador,1990,2.66,7.31
Ecuador,1991,2.92,7.25
Ecuador,1992,2.73,7.47
Ecuador,1993,3.15,7.43
Ecuador,1994,3.26,6.28
Ecuador,1995,4.48,7.14
Ecuador,1996,3.79,6.57
Ecuador,1997,3.89,6.98
Ecuador,1998,3.69,7.05
Ecuador,1999,3.83,6.1
Ecuador,2000,3.3,6.53
Ecuador,2001,3.8,6.44
Ecuador,2002,3.52,7.18
Egypt,2002,2.8,8.4
El Salvador,1950,0.68,0.42
El Salvador,1951,0.45,1.82
El Salvador,1952,0.23,0.76
El Salvador,1953,0.93,1.25
El Salvador,1954,1.22,1.36
El Salvador,1955,0.65,0.87
El Salvador,1956,0.54,2.22
El Salvador,1957,0.61,1.74
El Salvador,1958,0.99,1.65
El Salvador,1959,0.84,1.82
El Salvador,1960,0.77,1.44
El Salvador,1961,2.06,2.57
El Salvador,1962,1.11,0.39
El Salvador,1963,0.82,1.31
El Salvador,1964,0.91,1.58
El Salvador,1965,0.83,1.17
El Salvador,1966,1.03,0.83
El Salvador,1967,2.12,1.55
El Salvador,1968,0.85,1.3
El Salvador,1969,1.5,1.34
El Salvador,1970,1.2,1.48
El Salvador,1971,0.92,1.01
El Salvador,1972,1.19,1.65
El Salvador,1973,1.01,2.63
El Salvador,1974,1.46,2.63
El Salvador,1981,1.81,2.06
El Salvador,1982,1.46,2.01
El Salvador,1983,1.4,2.19
El Salvador,1984,1.17,2
El Salvador,1990,1.74,3.75
El Salvador,1991,2.09,2.6
El Salvador,1992,1.74,3
El Salvador,1993,2.17,3.78
El Salvador,1995,1.77,2.43
El Salvador,1996,3.73,4.68
El Salvador,1997,2.96,4.09
El Salvador,1998,2.54,3.95
El Salvador,1999,2.85,3.4
El Salvador,2000,3.72,4.74
El Salvador,2001,3.84,5.54
El Salvador,2002,3.19,5.95
Equatorial Guinea,2002,0.7,4.6
Eritrea,2002,2.1,3.5
Estonia,1981,7.44,60.89
Estonia,1982,5.87,63.58
Estonia,1985,5.88,59.34
Estonia,1986,6.4,60.51
Estonia,1987,7.19,61.73
Estonia,1988,7.69,69.65
Estonia,1989,8.28,67.82
Estonia,1990,7.17,65.05
Estonia,1991,7.99,78.82
Estonia,1992,7.49,70.7
Estonia,1993,7.58,67.6
Estonia,1994,7.04,66.93
Estonia,1995,6.86,70.93
Estonia,1996,7.3,63.57
Estonia,1997,8.84,65.87
Estonia,1998,7.1,65.85
Estonia,1999,7.33,59.57
Estonia,2000,7.1,62.2
Estonia,2001,7.82,59.68
Estonia,2002,7.65,60.51
Eswatini,2002,1.4,9.3
Ethiopia,2002,3.1,2.6
Fiji,2002,1.6,0.4
Finland,1952,4.81,39.72
Finland,1953,3.63,48.49
Finland,1954,4.2,43.84
Finland,1955,4.55,48.1
Finland,1956,3.29,45.12
Finland,1957,4.4,52.52
Finland,1958,4.01,56.49
Finland,1959,4.32,57.09
Finland,1960,2.75,58.56
Finland,1961,3.79,58.78
Finland,1962,3.63,61.43
Finland,1963,4.24,61.99
Finland,1964,3.96,61.91
Finland,1965,3.87,63.55
Finland,1966,3.9,62.31
Finland,1967,4.19,64.07
Finland,1968,4.18,67.02
Finland,1969,3.98,69.76
Finland,1970,3.86,67.12
Finland,1971,4.31,70.21
Finland,1972,4.81,64.51
Finland,1973,3.53,65.83
Finland,1974,4.19,65.21
Finland,1975,4.28,60.79
Finland,1976,5.27,68.74
Finland,1977,5.38,66.17
Finland,1978,5.28,65.94
Finland,1979,5.27,67.23
Finland,1980,6.18,64.89
Finland,1981,5.78,65.29
Finland,1982,5.7,58.56
Finland,1983,5.42,61.49
Finland,1984,6.18,58.15
Finland,1985,6.8,58.08
Finland,1986,6.25,53.13
Finland,1987,6.58,53.53
Finland,1988,6.31,50.84
Finland,1989,6.48,47.61
Finland,1990,6.81,48.56
Finland,1991,6.86,44.45
Finland,1992,7.38,47.25
Finland,1993,6.61,44.38
Finland,1994,6.85,41.07
Finland,1995,7.02,41.3
Finland,1996,7.05,39.4
Finland,1997,7.19,37.67
Finland,1998,8.08,37.42
Finland,1999,6.94,34.49
Finland,2000,7.6,33.48
Finland,2001,8.1,32.83
Finland,2002,8.07,31.41
France,1950,3.09,10.66
France,1952,3.32,13.53
France,1953,3.27,14.37
France,1954,3.35,15.97
France,1955,3.35,16.39
France,1956,3.32,17.27
France,1957,3.51,19.44
France,1958,3.34,19.42
France,1959,3.41,20.71
France,1960,3.37,21.84
France,1961,3.42,23.16
France,1962,3.53,24
France,1963,3.81,25.74
France,1964,3.7,26.42
France,1965,3.67,27.64
France,1966,3.79,29.03
France,1967,3.93,29.53
France,1968,3.54,30.14
France,1969,3.46,31.15
France,1970,3.34,30.96
France,1971,3.46,32.46
France,1972,3.49,34.16
France,1973,3.5,34.66
France,1974,3.58,36.03
France,1975,3.57,37.1
France,1976,3.6,39.3
France,1977,3.62,39.95
France,1978,3.79,41.95
France,1979,3.68,42.27
France,1980,3.82,43.36
France,1981,4.04,44.26
France,1982,4.06,44.21
France,1983,4.26,44.1
France,1984,4.13,44.97
France,1985,4.36,45.79
France,1986,4.48,46.65
France,1987,4.99,47.43
France,1988,5.04,47.98
France,1989,5.18,48.06
France,1990,5.15,47.57
France,1991,5.38,48.38
France,1992,5.4,48.23
France,1993,5.66,47.87
France,1994,5.85,46.49
France,1995,6.26,46.83
France,1996,6.46,46.52
France,1997,6.44,46.02
France,1998,7.13,46.43
France,1999,7.44,45.64
France,2000,7.25,44.61
France,2001,7.54,43.97
France,2002,8.22,43.64
French Polynesia,2002,0.9,16
Gabon,2002,1.7,9.5
Gambia,2002,0.6,4.9
Georgia,2002,6.1,31.6
Germany,1973,4.7,46.91
Germany,1974,4.87,47.41
Germany,1975,5.01,48.31
Germany,1976,5.16,48.66
Germany,1977,5.1,49.08
Germany,1978,5.31,49.96
Germany,1980,5.57,49.66
Germany,1981,5.81,49.61
Germany,1982,6.03,49.67
Germany,1983,6.4,50.06
Germany,1984,6.47,49.59
Germany,1985,6.46,50.04
Germany,1986,6.88,49.02
Germany,1987,7.23,48.81
Germany,1988,7.25,49.24
Germany,1989,7.62,48.72
Germany,1990,7.86,48.35
Germany,1991,8.35,48.44
Germany,1992,8.46,47.86
Germany,1993,8.85,47.9
Germany,1994,9.16,46.33
Germany,1995,9.19,46.61
Germany,1996,9.36,44.85
Germany,1997,9.81,44
Germany,1998,10.14,43.21
Germany,1999,10.2,41.65
Germany,2000,10.72,42.07
Germany,2001,10.78,40.15
Germany,2002,11.13,39.52
Ghana,2002,0.6,2.4
Greece,1961,4.74,24.32
Greece,1962,4.6,28.58
Greece,1963,5.93,28.73
Greece,1964,5.06,29.83
Greece,1965,6.38,31.68
Greece,1966,6.1,30.86
Greece,1967,6.08,32.57
Greece,1968,5.48,32.02
Greece,1969,5.91,32.21
Greece,1970,6.04,31.19
Greece,1971,5,31.84
Greece,1972,5.82,33.34
Greece,1973,6.15,38.56
Greece,1974,6.07,40.57
Greece,1975,6.73,38.98
Greece,1976,6.08,42.2
Greece,1977,7.01,43
Greece,1978,6.89,44.71
Greece,1979,6.85,45.37
Greece,1980,6.04,43.11
Greece,1981,6.02,44.73
Greece,1982,6.4,45.99
Greece,1983,6.23,47.35
Greece,1984,6.33,47.44
Greece,1985,7.16,49.5
Greece,1986,6.48,48.81
Greece,1987,6.29,48.38
Greece,1988,6.99,48.46
Greece,1989,6.68,50.31
Greece,1990,7.34,49.38
Greece,1991,7.1,49.97
Greece,1992,6.97,49.1
Greece,1993,6.75,50.62
Greece,1994,6.98,50.75
Greece,1995,7.18,49.69
Greece,1996,7.1,49.93
Greece,1997,6.93,49.21
Greece,1998,7.28,48.41
Greece,1999,6.73,48.9
Greece,2000,7.4,48.76
Greece,2001,7.1,48.37
Greece,2002,7.27,46.22
Guam,2002,14.2,40.5
Guatemala,1963,1.14,1.53
Guatemala,1964,1.13,2.69
Guatemala,1965,1.63,2.34
Guatemala,1966,0.95,1.71
Guatemala,1967,1.29,1.68
Guatemala,1968,1.51,2.52
Guatemala,1969,0.6,2.76
Guatemala,1970,0.67,1.24
Guatemala,1971,1.52,1.53
Guatemala,1974,1.6,2.66
Guatemala,1975,1.88,2.28
Guatemala,1976,1.6,2.42
Guatemala,1977,1.34,2.11
Guatemala,1978,1.45,1.76
Guatemala,1980,1.16,2.53
Guatemala,1981,1.03,2.3
Guatemala,1984,2.09,0.84
Guatemala,1986,2.15,2.68
Guatemala,1987,2.73,3.06
Guatemala,1988,2.17,2.87
Guatemala,1989,2.73,3.47
Guatemala,1990,2.42,3.81
Guatemala,1991,2.27,4.16
Guatemala,1992,2.62,3.43
Guatemala,1993,3.09,2.98
Guatemala,1994,3.8,4.84
Guatemala,1995,3.69,4.04
Guatemala,1996,2.48,3.28
Guatemala,1997,3.68,6.33
Guatemala,1998,3.21,5.06
Guatemala,1999,4.14,5.76
Guatemala,2000,3.66,6.18
Guatemala,2001,4.09,5.72
Guatemala,2002,4.04,5.7
Guatemala,1979,,0.49
Guinea,2002,1.5,7.5
Guinea-Bissau,2002,0.6,2.4
Guyana,2002,4.8,7.2
Haiti,2002,0.4,10.1
Honduras,2002,5.9,14.7
Hong Kong,1960,11.76,18.92
Hong Kong,1961,10.36,22.25
Hong Kong,1962,11.63,22.9
Hong Kong,1963,12.93,25.48
Hong Kong,1964,13.87,28.51
Hong Kong,1965,15.47,30.85
Hong Kong,1966,17.16,31.16
Hong Kong,1967,18.04,32.82
Hong Kong,1968,17.3,33.82
Hong Kong,1969,19.44,40.35
Hong Kong,1970,18.81,37.85
Hong Kong,1971,20.98,40.12
Hong Kong,1972,19.73,41.79
Hong Kong,1973,20.93,43.87
Hong Kong,1974,20.06,44.07
Hong Kong,1975,22.59,46.51
Hong Kong,1976,24.75,48.53
Hong Kong,1977,23.52,53.35
Hong Kong,1978,23.92,54.54
Hong Kong,1979,23.94,54.87
Hong Kong,1980,22.19,60.4
Hong Kong,1981,22.84,53.45
Hong Kong,1982,25.09,53.86
Hong Kong,1983,21.46,55.48
Hong Kong,1984,23.94,54.56
Hong Kong,1985,24.03,54.46
Hong Kong,1986,25.22,57.17
Hong Kong,1987,24.71,57.4
Hong Kong,1988,23.57,51.48
Hong Kong,1989,22.96,56.83
Hong Kong,1990,23.3,58.06
Hong Kong,1991,22.97,54.62
Hong Kong,1992,24.45,55.31
Hong Kong,1993,23.6,55.48
Hong Kong,1994,21.04,53.96
Hong Kong,1995,19.87,51.54
Hong Kong,1996,19.21,49.24
Hong Kong,1997,18.68,48.8
Hong Kong,1998,19.56,49.11
Hong Kong,1999,18.78,49.37
Hong Kong,2000,18.52,51.14
Hong Kong,2001,18.64,46.98
Hong Kong,2002,18.18,46.38
Hungary,1955,5.31,21.09
Hungary,1956,5.31,22.64
Hungary,1957,5.7,23.5
Hungary,1958,6.14,23.99
Hungary,1959,6.23,27.88
Hungary,1960,6.32,27.34
Hungary,1961,6.68,30.22
Hungary,1962,7.22,30.01
Hungary,1963,7.21,32.23
Hungary,1964,7.57,32.68
Hungary,1965,7.23,36.12
Hungary,1966,7.57,37.58
Hungary,1967,6.99,39.15
Hungary,1968,7.63,40.03
Hungary,1969,7.01,40.86
Hungary,1970,7.63,40.14
Hungary,1971,7.85,43.08
Hungary,1972,7.69,42.35
Hungary,1973,8.68,43.44
Hungary,1974,8.67,47.65
Hungary,1975,8.03,47.25
Hungary,1976,8.96,49.03
Hungary,1977,8.47,50.51
Hungary,1978,9.61,54.69
Hungary,1979,9.29,56.45
Hungary,1980,10.26,57.1
Hungary,1981,9.89,60.91
Hungary,1982,10.94,63.43
Hungary,1983,11.41,64.69
Hungary,1984,11.34,67.33
Hungary,1985,11.62,67.25
Hungary,1986,12.43,73.45
Hungary,1987,13.69,75.63
Hungary,1988,13.84,73.66
Hungary,1989,14.6,74.87
Hungary,1990,15.57,78.95
Hungary,1991,15.92,80.22
Hungary,1992,16.82,83.14
Hungary,1993,18.05,83.6
Hungary,1994,17.42,84.53
Hungary,1995,18.77,82.91
Hungary,1996,20.31,84.75
Hungary,1997,19.72,84.08
Hungary,1998,20.08,84.93
Hungary,1999,20.91,82.96
Hungary,2000,21.38,81.35
Hungary,2001,21.67,80.22
Hungary,2002,22.69,78.66
Iceland,1951,1.01,6.18
Iceland,1952,3.74,
Iceland,1953,2.43,8.49
Iceland,1954,7.42,6.81
Iceland,1956,3.09,9.52
Iceland,1957,6.75,8.63
Iceland,1958,2.1,7.08
Iceland,1959,6.56,12.9
Iceland,1960,13.42,9.58
Iceland,1961,3,9.1
Iceland,1962,2.55,13.35
Iceland,1963,2.88,11.06
Iceland,1964,10.39,14.52
Iceland,1965,5.67,10.65
Iceland,1966,8.89,11.54
Iceland,1967,8.84,21.18
Iceland,1968,7.3,16.08
Iceland,1969,10.84,11.73
Iceland,1970,5.17,17.18
Iceland,1971,11.23,10
Iceland,1972,12.05,19.06
Iceland,1973,9.12,14.06
Iceland,1974,9.68,14.17
Iceland,1975,11.8,19.49
Iceland,1976,9.52,16.02
Iceland,1977,14.12,23.55
Iceland,1978,11.32,20.85
Iceland,1979,16.67,25.69
Iceland,1980,21,15.29
Iceland,1981,22.65,33.64
Iceland,1982,26,29.96
Iceland,1983,20.16,27.48
Iceland,1984,17.32,20.53
Iceland,1985,17.7,32.01
Iceland,1986,20.84,24.41
Iceland,1987,20.59,27.62
Iceland,1988,28.32,30.6
Iceland,1989,23.52,26.57
Iceland,1990,21.87,30.4
Iceland,1991,22.31,35.35
Iceland,1992,29.95,27.38
Iceland,1993,23.79,29.74
Iceland,1994,27.69,22.99
Iceland,1995,21.38,29.19
Iceland,1996,25.84,34.24
Iceland,1997,26.57,36.04
Iceland,1998,23.88,29.35
Iceland,1999,25.15,32.93
Iceland,2000,26.19,26.27
Iceland,2001,23.77,30.45
Iceland,2002,22.95,25.06
Iceland,1955,,9.75
India,2002,1.7,7.9
Indonesia,2002,6.3,18.6
Iran,2002,2.1,6.7
Iraq,2002,6.2,21.1
Ireland,1950,3.12,10.21
Ireland,1951,4.18,12.5
Ireland,1952,4.67,14.46
Ireland,1953,4.7,16.65
Ireland,1954,5.88,18.09
Ireland,1955,5.53,19.13
Ireland,1956,4.74,21.95
Ireland,1957,7.06,22.1
Ireland,1958,5.48,21.66
Ireland,1959,5.12,24.6
Ireland,1960,5.93,26.37
Ireland,1961,5.87,27.89
Ireland,1962,7.74,28.51
Ireland,1963,6.31,27.59
Ireland,1964,6.74,28.62
Ireland,1965,7.76,31.39
Ireland,1966,7.56,34.38
Ireland,1967,8.83,34.41
Ireland,1968,9.73,38.36
Ireland,1969,8.97,36.31
Ireland,1970,10.13,40.38
Ireland,1971,11.44,40.23
Ireland,1972,11.99,39.57
Ireland,1973,11.06,43.06
Ireland,1974,14.31,43.54
Ireland,1975,13.87,44.72
Ireland,1976,13.46,48.34
Ireland,1977,13.26,46.37
Ireland,1978,14.17,46.35
Ireland,1979,15.56,46.66
Ireland,1980,15,44.93
Ireland,1981,16.22,49.81
Ireland,1982,16.54,45.72
Ireland,1983,18.44,50.21
Ireland,1984,18.82,51.93
Ireland,1985,17.53,52.44
Ireland,1986,17.75,51.92
Ireland,1987,16.45,46.78
Ireland,1988,19.31,49.55
Ireland,1989,20.01,47.2
Ireland,1990,18.52,46.57
Ireland,1991,16.87,44.86
Ireland,1992,17.94,45.97
Ireland,1993,17.48,47.26
Ireland,1994,18.63,45.31
Ireland,1995,18.5,43.36
Ireland,1996,16.63,40.01
Ireland,1997,16.07,37.09
Ireland,1998,18.47,39.79
Ireland,1999,16.83,36.67
Ireland,2000,18.85,38.06
Ireland,2001,16.42,35.93
Ireland,2002,16.81,35.14
Israel,1975,7.07,26.18
Israel,1976,7.84,26.2
Israel,1977,8.62,25.61
Israel,1978,8.21,25.37
Israel,1979,8.18,26.13
Israel,1980,8.83,27.21
Israel,1981,8.11,23.28
Israel,1982,7.68,25.23
Israel,1983,7.85,24.09
Israel,1984,7.97,25.17
Israel,1985,7.73,25.92
Israel,1986,8.36,24.44
Israel,1987,8.25,23.5
Israel,1988,7.75,24.06
Israel,1989,8.42,26.48
Israel,1990,8.96,28.3
Israel,1991,8.12,27.04
Israel,1992,8.04,26.03
Israel,1993,9.29,29.51
Israel,1994,8.94,28.7
Israel,1995,9.77,27.34
Israel,1996,7.83,26.8
Israel,1997,8.79,26.61
Israel,1998,7.71,27.37
Israel,1999,8.08,27.23
Israel,2000,9.51,26.8
Israel,2001,8.88,27.07
Israel,2002,9.11,28.12
Italy,1951,2.57,9.45
Italy,1952,2.68,10.77
Italy,1953,2.92,12.05
Italy,1954,2.97,13.96
Italy,1955,3.32,14.7
Italy,1956,3.47,16.68
Italy,1957,3.43,17.77
Italy,1958,3.57,18.47
Italy,1959,3.42,19.78
Italy,1960,4.01,21.65
Italy,1961,4,22.82
Italy,1962,3.93,24.3
Italy,1963,4.22,25.13
Italy,1964,4.38,28.04
Italy,1965,4.42,29.23
Italy,1966,4.73,30.57
Italy,1967,4.54,32.28
Italy,1968,4.57,34.46
Italy,1969,4.71,36.21
Italy,1970,4.64,36.02
Italy,1971,4.55,38.63
Italy,1972,4.92,39.66
Italy,1973,5.15,41.11
Italy,1974,5.22,43.21
Italy,1975,5.37,44.79
Italy,1976,5.64,47.1
Italy,1977,5.87,48.53
Italy,1978,5.64,50.44
Italy,1979,5.95,52.35
Italy,1980,6.07,55.13
Italy,1981,6.26,54.76
Italy,1982,6.32,56.85
Italy,1983,6.62,58.23
Italy,1984,6.81,58.26
Italy,1985,6.89,59.34
Italy,1986,7.29,58.04
Italy,1987,7.19,59.78
Italy,1988,7.31,59.35
Italy,1989,7.33,57.36
Italy,1990,7.27,56.13
Italy,1991,7.23,55.76
Italy,1992,7.82,55.54
Italy,1993,7.68,55.02
Italy,1994,7.77,54.07
Italy,1995,7.87,52.3
Italy,1996,8,51.15
Italy,1997,7.83,50.14
Italy,1998,8.02,49.21
Italy,1999,7.91,48.2
Italy,2000,8.28,46.03
Italy,2001,8.38,45.36
Italy,2002,8.75,44.23
Jamaica,2002,5.5,22.1
Japan,1950,0.95,2.69
Japan,1951,1.1,2.69
Japan,1952,1.36,3.48
Japan,1953,1.41,3.86
Japan,1954,1.84,4.89
Japan,1955,2.12,5.77
Japan,1956,2.52,6.86
Japan,1957,2.68,7.35
Japan,1958,3.26,8.23
Japan,1959,3.33,9.15
Japan,1960,3.52,9.8
Japan,1961,3.95,10.35
Japan,1962,4.13,11.15
Japan,1963,4.2,11.95
Japan,1964,4.39,12.51
Japan,1965,4.66,12.99
Japan,1966,4.94,13.73
Japan,1967,4.91,14.42
Japan,1968,5,14.9
Japan,1969,5.25,15.66
Japan,1970,5.17,15.86
Japan,1971,5.19,16.56
Japan,1972,5.6,17.69
Japan,1973,5.62,18.02
Japan,1974,5.62,18.89
Japan,1975,5.93,19.59
Japan,1976,6.21,20.44
Japan,1977,6.37,21.72
Japan,1978,6.69,22.43
Japan,1979,6.69,23.67
Japan,1980,7.07,24.27
Japan,1981,7.19,25.34
Japan,1982,7.45,25.78
Japan,1983,7.49,26.45
Japan,1984,7.69,27.32
Japan,1985,7.65,27.68
Japan,1986,7.73,27.54
Japan,1987,7.88,28.71
Japan,1988,8.03,29.3
Japan,1989,8.12,30.21
Japan,1990,7.9,30.35
Japan,1991,8.09,30.48
Japan,1992,8.34,30.74
Japan,1993,8.18,30.86
Japan,1994,8.32,31.06
Japan,1995,8.42,31.51
Japan,1996,8.55,31.95
Japan,1997,8.45,31.42
Japan,1998,8.56,31.37
Japan,1999,8.46,31.01
Japan,2000,8.4,30.89
Japan,2001,8.3,30.42
Japan,2002,8.04,30.22
Jordan,2002,3.2,15.3
Kazakhstan,1981,7.9,55.3
Kazakhstan,1982,8.06,52.67
Kazakhstan,1985,8.5,59.51
Kazakhstan,1986,8.81,62.24
Kazakhstan,1987,7.93,63.72
Kazakhstan,1988,9.35,65.08
Kazakhstan,1989,9.48,67.84
Kazakhstan,1990,9.63,70.64
Kazakhstan,1991,9.75,69.87
Kazakhstan,1992,8.97,71.09
